"left_eye_center_x" "left_eye_center_y" "right_eye_center_x" "right_eye_center_y" "left_eye_inner_corner_x" "left_eye_inner_corner_y" "left_eye_outer_corner_x" "left_eye_outer_corner_y" "right_eye_inner_corner_x" "right_eye_inner_corner_y" "right_eye_outer_corner_x" "right_eye_outer_corner_y" "left_eyebrow_inner_end_x" "left_eyebrow_inner_end_y" "left_eyebrow_outer_end_x" "left_eyebrow_outer_end_y" "right_eyebrow_inner_end_x" "right_eyebrow_inner_end_y" "right_eyebrow_outer_end_x" "right_eyebrow_outer_end_y" "nose_tip_x" "nose_tip_y" "mouth_left_corner_x" "mouth_left_corner_y" "mouth_right_corner_x" "mouth_right_corner_y" "mouth_center_top_lip_x" "mouth_center_top_lip_y" "mouth_center_bottom_lip_x" "mouth_center_bottom_lip_y"
"22" 67.18657628 37.72399995 30.212482 35.84124101 60.71495914 38.77767693 74.35319313 38.72980791 36.37489711 36.91555894 23.78861459 35.88001467 58.32144071 28.76599521 80.52560586 31.03950787 38.12384272 27.96740197 17.93998468 28.10565281 48.67900541 55.73026792 61.40755485 77.5730157 32.93463175 75.48032454 47.31639052 70.55754091 47.04370556 83.609352
"23" 66.65829062 37.83400226 30.34711861 35.87649306 60.62097542 38.87639964 73.31325292 38.65889529 36.50419012 37.27903199 24.09009954 35.91032189 58.15512098 28.89786761 78.52386221 29.49341433 40.11066761 28.60322814 18.42756383 27.74730675 48.23767284 57.37928257 61.22408705 77.62954082 32.7932226 75.57119981 47.34460003 71.35790775 46.95628178 82.14865581
"24" 66.55802027 38.08605204 30.36343008 36.14078687 60.48896444 38.98051832 73.60713719 38.7164269 36.48980957 37.18725546 23.95674485 36.23329931 58.22519618 28.70489267 79.02852963 30.00615425 40.20435658 28.2615537 18.36556388 28.07080624 48.34365593 57.2562068 61.55386463 77.44732241 32.72403389 75.8318278 47.44923926 72.11422337 47.13156744 82.50557433
"25" 65.33898521 36.21366754 29.25244431 38.8740406 58.3562342 37.82725339 72.52625832 36.62156122 36.4751932 39.65231675 22.4455985 39.74092704 55.69051354 29.71821916 78.23594862 28.05797239 37.27516891 30.36522293 18.37605401 32.7092615 47.60648293 54.33944096 64.64057378 74.09661141 33.8012842 75.2357068 49.91210885 68.40602239 49.70311602 79.27938753
"26" 67.13557177 37.44270955 29.98427314 36.05663357 60.66134594 38.2198293 74.55748843 38.49169107 36.34790066 37.06881394 23.17867828 36.11842999 58.16548011 28.62003826 80.88548389 29.83743852 37.75705296 28.03268567 16.82546925 28.12451186 48.15920067 56.77301783 61.67315002 77.50600858 32.83038756 75.63049747 47.34656554 72.35565689 47.07955236 83.7610945
"27" 66.51482656 36.30098026 29.90311882 36.1205478 60.21004009 37.56040139 73.54117963 37.6125047 36.33493524 36.75107363 23.95401325 36.14500864 57.68672477 28.66316697 78.88930531 28.39764832 37.58865238 28.94560504 18.11802122 27.90197115 47.48068865 56.48654657 61.62793017 76.42352376 32.96736251 75.6149803 47.3896802 69.04500415 47.02762077 82.19250753
"28" 67.1384834 37.80535556 29.33566049 36.421068 60.31938361 39.07611919 74.80437341 38.98413756 36.44717079 37.95100976 21.64740908 38.03101188 56.62612903 29.35211671 81.34327175 31.82761424 38.60026191 28.16554438 17.01043141 32.4717244 47.49667952 54.76958609 62.79692019 77.67885637 32.61806082 77.0720662 47.39956926 70.18493916 47.30236193 83.05280355
"29" 67.1265541 37.59367562 29.31826333 36.48172179 60.53865207 38.57667092 74.91589597 38.3692555 36.31484559 37.00474901 20.98288249 36.49844831 57.19980886 28.65140729 81.2359382 30.50373124 37.58286021 28.30446583 13.56105303 28.3523485 47.37928287 58.24286544 61.90812057 77.91458796 32.75926446 76.28507832 47.35407629 75.92268287 47.15242306 84.0654194
"30" 65.30664361 37.62844852 29.70253404 39.13993107 58.49506911 39.18709937 72.47585159 38.31108609 36.90949845 40.09895682 23.20852778 40.02543352 57.0890789 30.04141845 78.43386899 29.24199723 37.76384322 30.02101248 17.84667899 32.8227124 49.89718668 55.74973253 64.86559539 74.63573628 33.7852985 75.86753934 50.27066783 69.73690823 50.2892993 80.00977322
"31" 66.68494727 36.76249823 30.14708186 35.83811074 60.55582527 38.14398193 73.29906299 38.20536214 36.386489 37.01464446 24.01904739 35.95425597 57.21022525 28.82458973 78.67726591 29.13698265 38.54343725 29.09612161 17.9947611 27.8932382 48.05902774 57.39415502 61.2515523 77.52427972 32.92821732 75.62369828 47.45796369 72.3579275 47.0421208 82.41676883
"32" 65.24339111 37.66481435 30.13264739 36.2412148 60.09360132 37.97555891 72.41226022 38.3408557 37.15801871 38.0235875 23.86037 37.42616151 57.10022094 29.2507161 78.03632572 31.42386835 40.71344058 29.27926678 18.61880617 32.43779352 50.23233429 54.12853665 63.36495093 74.67288636 33.79687731 75.02373007 49.65116603 68.47995679 49.44552129 80.58626457
"33" 66.32747938 36.10318868 29.69270023 36.06682661 59.85648384 36.89107513 73.21730334 37.17854062 36.33587405 36.62756442 23.96952968 36.12817079 57.77479338 28.49425014 78.63189404 28.22753375 37.63339612 28.3752305 18.10199412 27.91859342 47.54912508 55.05454935 61.64536278 74.82723867 33.04367171 75.33029302 47.38075843 68.45991173 47.00358871 81.68819548
"34" 67.12992126 37.86058047 30.41754638 35.81011361 60.71388958 38.9546822 73.58347608 38.85310149 36.59252665 36.98387324 23.92412301 35.83580658 58.32117582 28.90410395 79.13263041 31.24968353 40.232779 28.07971606 18.31274385 28.07311418 49.15415961 56.2819589 61.20027082 77.57740321 32.84204652 75.45058166 47.28826284 70.14308962 47.04057378 83.07186778
"35" 66.95190629 37.56291809 30.19105872 35.85007648 60.61214269 38.46492737 73.26127177 38.37961955 36.32071885 36.90490241 23.91611111 35.97786669 58.08974402 28.79745947 78.68688109 29.36552102 38.02600169 28.92213023 18.23906741 28.01128232 48.25810348 56.77858043 61.2623257 77.27729599 32.99625046 75.59893645 47.47601856 70.50480594 47.12667849 82.32859864
"36" 65.79801667 38.02853332 30.36953323 36.03547402 60.54835198 38.89256114 72.79442206 38.61971705 36.44074587 37.38901428 23.97831427 36.14799497 58.20201065 28.61988387 78.38409731 30.49291673 40.57405155 27.75635217 18.41295701 28.26710934 49.41809484 54.87080519 61.77941181 75.71820376 33.19960853 75.50130145 47.82701331 68.80099424 47.57187316 82.03882331
"37" 67.04783755 37.32869038 29.96924334 35.85837845 60.68967207 37.62579209 73.14516109 38.00017099 36.27096411 36.8940942 23.92064637 35.88805771 57.83418183 28.82268471 78.87239773 29.52004009 38.34702009 28.7089551 18.06925194 28.03214525 48.42032455 55.11171751 61.40186457 77.25214164 33.17858636 75.48874675 47.49253139 69.36093107 47.10451033 82.52346986
"38" 66.6814927 37.15784462 30.21497229 35.93350254 60.53677859 38.66905918 73.5300572 38.42117045 36.38153485 37.09372268 24.04697047 35.99439134 57.69556495 28.829984 78.67908216 29.03268321 38.72110279 28.86004923 18.26689721 27.86455466 47.9209352 57.54282643 61.25521956 77.58669158 32.81368402 75.63996586 47.3956833 72.07014461 47.02079168 82.26096512
"39" 67.12989289 37.83986206 29.2957415 38.03855314 60.2589742 39.2045346 74.51317279 39.18354279 36.42309776 39.82186251 21.53437945 39.43737195 56.72315055 29.47617289 81.36502283 32.05806976 38.21276684 28.23925616 16.39855919 32.8644514 47.29251065 54.73152776 62.71094478 77.82369971 32.73903201 77.21632189 47.39156297 70.35313508 47.24456372 83.41528835
"40" 65.44869355 37.8560676 29.49021554 38.88849371 58.89903686 39.21871535 73.09011357 38.93155268 36.69343256 39.97164669 22.23506053 39.84599377 57.47476471 29.39657971 79.87575094 30.71945369 37.82688048 28.36864977 17.09094061 32.50128665 49.5123145 54.88902236 64.60241975 74.93766662 33.22049575 75.81284943 49.39601198 69.5999266 49.58893243 81.12336621
"41" 65.67543646 37.98813818 29.26616448 39.21531872 58.64060063 39.31202342 74.11048278 39.1828183 36.63199876 40.26759563 21.77882678 40.11182704 57.11106341 29.76083806 80.65170461 31.49824475 37.63211221 29.18999929 16.16712941 32.7301277 49.32864356 54.82786665 64.57462333 76.0276628 33.16313582 76.85345094 49.20115608 71.46586202 49.46930633 81.78620176
"42" 65.95469502 37.07644092 30.1843178 36.24589164 59.22918733 38.20726543 74.31725757 37.60396787 36.61552434 37.03475652 23.86405017 36.38077185 58.12821066 28.84739062 78.84558925 28.3604777 40.52977522 28.5645675 18.07773441 28.32892347 49.16373566 57.9134909 64.39561969 75.19470652 32.89216158 75.36032744 48.81136554 69.01664937 48.17851516 81.73032735
"43" 67.12325407 37.84922776 30.02907391 35.851954 60.659211 38.56211923 73.19194226 38.70806943 36.30247564 36.77455336 23.76158187 35.96812965 58.10981361 28.44438798 79.83843149 31.18038957 38.00135837 27.57671684 17.88229091 28.07369281 47.76370607 56.10342748 61.1220018 77.72612416 32.85524877 75.5833481 47.30236377 71.25463556 47.00752723 83.54192477
"44" 66.8968994 37.25641678 30.1829722 35.83060898 60.5996027 38.06737962 73.24863787 38.2611615 36.31398621 36.87419746 23.96222088 35.93758217 57.9891974 28.76345439 78.69732833 29.21499707 38.34518498 28.69503562 18.22190806 28.00520161 48.26156242 56.29214371 61.24785164 77.27851889 32.9848504 75.52387881 47.46914229 69.71169198 47.11062865 82.22434438
"45" 66.37097134 36.1152141 29.66081797 36.06220643 59.9241364 36.9107739 73.24563901 37.21057376 36.33699408 36.62923085 23.9335223 36.12475635 57.76728212 28.50226312 78.71307245 28.24239242 37.56618956 28.41311714 18.07013833 27.91313335 47.52473495 55.12540007 61.61827662 74.917358 33.02397904 75.35594024 47.37826829 68.47551182 46.99896806 81.74413192
"46" 66.2237723 37.98825959 30.43609406 36.12616249 60.52306828 38.61291301 73.16560799 38.6021123 36.51903623 37.09165506 24.10264711 36.06921507 58.24209368 28.61816567 78.25169307 29.44996516 40.8386041 28.26472583 18.48956294 28.04195356 48.3816525 57.50367913 61.50979309 77.26443356 32.97150276 75.63219193 47.53371273 69.155815 47.06170836 82.90423088
"47" 66.74264636 36.76568852 30.03254465 35.89729214 60.55091126 37.83261279 73.73477981 38.22005984 36.37410183 36.80563833 23.92993842 35.99753878 57.92980935 28.58951565 80.02383183 28.94465015 38.29432842 28.06770696 18.0144844 27.90543036 47.95260581 55.76306303 61.59882741 76.77415244 32.83000801 75.45590815 47.36177844 68.94011875 47.00485552 82.24941967
"48" 66.47812644 36.31992626 30.31635806 36.23033183 60.11848311 38.02038521 73.53462408 37.98655238 36.37543943 36.96019554 24.1034725 35.93710163 57.48252874 29.03466012 78.4648933 28.49243034 39.07088744 28.94251493 18.44626361 27.53988463 47.77105942 58.34235562 61.39895396 76.99831404 32.83770642 75.52946612 47.34600723 69.76464411 46.87779993 82.11360604
"49" 66.66986486 36.62396708 29.6993192 36.44189212 59.70638482 38.02639902 74.75140894 37.43949939 36.3484999 37.0025944 22.12511818 36.75000249 57.24400171 28.92158821 80.1129528 28.23237341 37.38560607 29.72632363 17.19731507 28.13179176 47.52727144 59.10554314 64.35292747 76.49334878 32.79122282 75.84003128 47.93059518 75.15957027 47.53838462 82.32780001
"50" 65.44418127 36.1051448 28.9663492 36.46910512 58.44505762 37.04200932 73.13815386 36.76724022 36.2975379 37.11730522 20.73552965 38.09146169 55.50443758 28.40368647 78.74917757 27.94526225 37.36387414 29.16740578 15.28418067 28.7714727 47.29632064 54.22084288 63.27819124 74.38671283 33.39313146 75.24072713 47.6707174 68.48712742 47.68929223 80.80751373
"51" 67.03313417 37.27059142 29.43673526 36.15370425 60.5345054 38.30304345 74.54373982 38.24972272 36.30670427 36.93318305 21.42621196 36.32968165 57.55842929 28.63649556 81.00022995 29.56354656 37.49055549 28.53299195 13.92968307 28.19595033 47.57229856 58.21342603 61.74400848 77.8876873 32.84564114 75.99781865 47.4355651 75.89945398 47.15458266 83.46890248
"52" 66.56280315 36.62816734 30.29081801 36.09994618 60.47270676 37.98231004 73.38908373 37.88058076 36.368329 37.03180351 24.10182812 35.92634346 57.8476747 28.93845903 78.24984002 28.50954966 39.5660701 29.1529236 18.45321524 27.75019709 47.98637129 58.34735966 61.31760021 77.28652709 32.94040593 75.46297624 47.44917899 69.29947079 46.99647704 82.22277103
"53" 66.78110897 37.4734108 30.23672194 35.88491585 60.5426688 38.76034864 73.30488663 38.44151049 36.46367691 37.34341003 23.93613538 36.03407678 57.52716903 28.88701069 78.74898182 29.59289821 39.05578643 29.16775145 18.04025961 28.09176324 48.3521946 57.31698014 61.31983255 77.67048715 32.97194844 75.72221047 47.56220176 73.16535484 47.14710872 82.6844482
"54" 66.72109565 36.45360827 29.56374655 36.76407194 59.54887853 37.91235252 74.71036149 37.19795121 36.32212847 37.18129861 22.01616064 37.02724351 56.51897089 28.89984375 80.0846759 28.23934287 37.22944109 30.10506965 16.63324513 28.0919779 47.33861969 59.12610342 64.33615382 77.0102185 32.88416191 75.92677929 47.79253163 75.86972083 47.46795689 82.56810962
"55" 67.12356843 37.71714535 30.39756264 35.83000123 60.71073054 38.86682376 73.36557992 38.69020754 36.55680397 37.05795235 23.90541818 35.8898769 58.31278272 29.13135869 78.8348767 31.07798468 39.20025305 28.58177989 18.29085015 28.12866036 49.33758579 55.64324768 61.29331072 77.26111776 33.07572268 75.39511402 47.44165789 69.63054343 47.11727575 82.6706908
"56" 66.59312786 37.79440687 30.35592918 35.96309051 60.35294879 38.85993299 73.12614622 38.51182919 36.82027617 37.71514161 23.93993111 36.19175595 57.54264819 29.25574198 78.57539268 30.24470387 40.28015957 29.38085774 18.22186088 28.30070224 49.17048803 56.97636747 61.49775056 77.21265776 32.91265551 75.67143824 47.87969766 71.17243082 47.25477192 81.86703728
"57" 66.42613679 37.31099011 30.30919432 36.13393904 60.38030157 38.54357922 73.22778395 38.36486299 36.40057617 37.00166517 24.08039112 35.95122148 58.00518989 28.89167934 78.25828323 28.88725903 40.70879033 28.92028588 18.50485185 27.82764244 48.14330473 58.18645952 61.28774145 77.06655959 32.80937596 75.54633126 47.42507546 69.22521508 46.99500324 82.27546658
"58" 66.88569525 37.36616519 30.15742268 35.9328131 60.61342754 38.03957259 73.47308619 38.18969424 36.33882927 37.09745208 23.86268236 36.06968625 57.58004423 28.77838576 79.05307982 29.19218686 38.56272451 28.57532055 17.83081487 28.09589618 48.62913133 56.63498574 61.55148147 77.3573877 32.97795223 75.60520156 47.59572108 70.59278813 47.19784823 82.51673418
"59" 66.65406433 36.73494015 29.90344655 35.95312182 60.50617414 37.69588173 73.61559433 38.09546065 36.30795211 36.7811978 23.78005014 36.11402218 57.90752398 28.60007075 79.40100277 29.03298498 38.06430146 28.53306628 17.87755675 28.07775181 47.89173778 56.33958526 61.60349966 76.76480606 32.90702547 75.52636184 47.48844992 69.06905989 47.10528284 82.12180115
"60" 65.27178124 37.35221055 30.33123019 38.65519029 58.77699841 38.51752782 72.51490673 37.92530902 37.10555391 39.68979167 23.83355212 38.64738673 57.57828393 29.59460697 78.00260362 29.07179473 39.85707979 30.11277902 18.31172392 32.36484347 50.38742715 56.29430237 64.79937491 74.80793121 33.78044595 75.64584681 50.14102807 68.98736228 50.05683476 80.5653059
"61" 67.15101402 37.8953575 29.18654449 38.58335667 59.93294254 39.26879788 74.88181492 39.2546269 36.43817961 39.95316452 21.32523253 39.6320691 57.10605264 29.47058269 81.56076734 32.08209285 37.85038376 28.20738755 15.07470266 32.76700557 47.12985535 55.30307748 63.28063221 77.94482295 32.69528173 77.32559034 47.46229106 71.35374814 47.48552649 83.77801723
"62" 66.59179664 38.09163788 30.23593974 36.75181193 60.33651858 38.96992542 73.59186793 38.76723457 36.45154915 37.83386791 23.88487923 36.3934199 57.85987894 28.78891273 79.23070176 30.60496448 40.7149453 28.71652014 17.70713802 28.24881598 47.69640258 58.7618486 61.2947477 78.10786914 32.52023222 75.95626052 47.40080906 75.86436294 47.11015175 83.60458153
"63" 66.94143354 36.5055616 30.11829986 35.83032576 60.78674344 37.02417383 73.00799688 37.90578355 36.30733572 36.67444972 24.04692885 35.71837101 58.10860258 28.70255105 78.52908405 29.11885558 38.56728004 28.58342681 18.21021476 27.84129287 48.74903108 55.03852442 61.16101982 76.99950875 33.28613167 75.24575932 47.47914117 68.87104284 46.97289083 82.28117158
"64" 67.09292818 36.95016535 29.59763801 35.88433029 60.65259876 37.76442098 73.42116846 38.44341271 36.28207359 36.85828612 23.2665345 36.05957743 56.90539273 29.00743278 80.42773266 31.14605062 40.21570127 27.70628995 16.2824081 28.60392839 49.32793672 54.83076381 61.49184467 76.88020845 33.11014968 75.25930449 47.466994 69.33692846 47.22697763 82.41434185
"65" 66.67194709 37.37234306 30.28596182 35.98440348 60.55152332 38.84694419 73.59587413 38.52452604 36.40504381 37.23496501 24.07613052 35.96345402 57.78304888 28.86904453 78.69119748 29.09965493 38.78461872 28.83721893 18.34940745 27.72997728 47.89097833 57.82196338 61.25275194 77.68708407 32.77779448 75.61729236 47.33139044 72.92367153 46.93037029 82.2333569
"66" 67.11167456 37.83841662 30.41632616 35.81268454 60.71076015 38.94816218 73.33363022 38.82040739 36.61363919 37.04506752 23.9393085 35.84580791 58.31609618 28.98351132 78.88128678 31.27849601 40.25888474 28.36461279 18.31895076 28.09820274 49.27000401 56.0319517 61.22448102 77.51796434 32.90705038 75.445936 47.34091638 69.88903827 47.07281057 82.9454305
"67" 65.30955924 37.87846659 30.36402443 35.96673594 59.9712292 38.09224428 72.5068106 38.38148508 36.59487267 37.05692579 24.06900494 36.08969013 57.93150915 28.59052103 78.05308641 30.51936945 41.03802354 28.84639402 18.67033264 28.36937959 49.51866837 54.52383343 61.63129901 74.87788103 33.59657038 75.35305892 48.16596384 68.54398391 47.63339514 80.98900653
"68" 66.29370046 36.07976177 29.74966073 36.07133122 59.80504231 36.87753927 73.24378967 37.12356636 36.33896852 36.64291403 24.00576806 36.12147577 57.77023138 28.50386417 78.59749763 28.21448926 37.77986088 28.41951498 18.12024165 27.92562929 47.54972668 55.27059931 61.71326476 74.83277961 33.06753519 75.31939291 47.39301429 68.45398798 47.00620298 81.69866319
"69" 65.46338158 37.78190937 29.91316854 38.46984046 59.32789824 39.06649118 72.66794453 38.70971968 36.85961719 39.79291854 23.64664352 39.33672095 57.66955404 29.35861132 78.41221329 30.80110001 38.19424714 29.00920522 18.55367571 32.06268551 50.21085332 54.25899596 64.11649434 74.78042376 33.65207862 75.49804583 49.59325686 68.83214711 49.72403679 80.99566605
"70" 65.37374821 36.00277294 29.17373877 38.6060676 58.3443971 37.09643799 72.6402947 36.55471803 36.44460003 38.91079462 22.73553059 39.52054062 55.29531727 29.64537948 78.37472906 27.83402802 37.24588196 30.48268775 18.32825512 32.51764218 47.29297984 54.26569706 64.6215144 74.10095984 33.80696837 75.21006403 49.74054517 68.53985073 49.53941904 79.39843812
"71" 66.03060009 37.87482492 29.27199335 39.06697903 58.93799057 39.26553193 73.84789949 38.99803211 36.58468506 40.0852245 22.25781019 40.12270605 57.23798756 29.59874933 80.96568849 31.16231292 37.55976975 29.25336997 16.6962447 32.65866759 48.24092162 55.30012929 64.54716195 75.15935465 33.26683722 76.39802646 48.8926801 71.43587884 49.10062762 81.77868948
