RowId ImageId FeatureName Location
161 6 right_eye_outer_corner_x 21.67779852
162 6 right_eye_outer_corner_y 39.86972754
163 6 left_eyebrow_inner_end_x 56.90666139
164 6 left_eyebrow_inner_end_y 30.14535602
165 6 left_eyebrow_outer_end_x 80.44282487
166 6 left_eyebrow_outer_end_y 30.21821729
167 6 right_eyebrow_inner_end_x 39.81373029
168 6 right_eyebrow_inner_end_y 29.96480393
169 6 right_eyebrow_outer_end_x 15.2655284
170 6 right_eyebrow_outer_end_y 32.63514855
171 6 nose_tip_x 50.32931196
172 6 nose_tip_y 55.86030997
173 6 mouth_left_corner_x 64.74771571
174 6 mouth_left_corner_y 75.30709726
175 6 mouth_right_corner_x 33.35334565
176 6 mouth_right_corner_y 76.56279521
177 6 mouth_center_top_lip_x 50.01916589
178 6 mouth_center_top_lip_y 72.71443749
179 6 mouth_center_bottom_lip_x 49.91108082
180 6 mouth_center_bottom_lip_y 80.75304495
181 7 left_eye_center_x 66.54030613
182 7 left_eye_center_y 37.90294429
183 7 right_eye_center_x 29.31518104
184 7 right_eye_center_y 38.39469973
185 7 left_eye_inner_corner_x 58.79348573
186 7 left_eye_inner_corner_y 39.09750714
187 7 left_eye_outer_corner_x 74.89621944
188 7 left_eye_outer_corner_y 38.86383925
189 7 right_eye_inner_corner_x 36.96629208
190 7 right_eye_inner_corner_y 39.34277227
191 7 right_eye_outer_corner_x 20.92028942
192 7 right_eye_outer_corner_y 38.82544489
193 7 left_eyebrow_inner_end_x 57.44379792
194 7 left_eyebrow_inner_end_y 28.98818543
195 7 left_eyebrow_outer_end_x 81.10818824
196 7 left_eyebrow_outer_end_y 31.06374957
197 7 right_eyebrow_inner_end_x 40.12785457
198 7 right_eyebrow_inner_end_y 28.09965047
199 7 right_eyebrow_outer_end_x 13.99760852
200 7 right_eyebrow_outer_end_y 30.68345725
201 7 nose_tip_x 49.88579203
202 7 nose_tip_y 57.33966353
203 7 mouth_left_corner_x 63.36472645
204 7 mouth_left_corner_y 76.57110924
205 7 mouth_right_corner_x 32.07374439
206 7 mouth_right_corner_y 76.68366797
207 7 mouth_center_top_lip_x 47.60638353
208 7 mouth_center_top_lip_y 73.29245201
209 7 mouth_center_bottom_lip_x 47.98044547
210 7 mouth_center_bottom_lip_y 82.92288375
211 8 left_eye_center_x 65.78496875
212 8 left_eye_center_y 36.90926764
213 8 right_eye_center_x 29.75459212
214 8 right_eye_center_y 36.05398364
215 8 left_eye_inner_corner_x 60.06389751
216 8 left_eye_inner_corner_y 37.55943958
217 8 left_eye_outer_corner_x 73.12382205
218 8 left_eye_outer_corner_y 37.95787428
219 8 right_eye_inner_corner_x 36.34679008
220 8 right_eye_inner_corner_y 36.76551057
221 8 right_eye_outer_corner_x 23.80839769
222 8 right_eye_outer_corner_y 36.22529102
223 8 left_eyebrow_inner_end_x 57.9604929
224 8 left_eyebrow_inner_end_y 28.48374689
225 8 left_eyebrow_outer_end_x 78.60553923
226 8 left_eyebrow_outer_end_y 29.06496688
227 8 right_eyebrow_inner_end_x 38.27179403
228 8 right_eyebrow_inner_end_y 28.82359708
229 8 right_eyebrow_outer_end_x 18.10760233
230 8 right_eyebrow_outer_end_y 28.19880981
231 8 nose_tip_x 47.73952404
232 8 nose_tip_y 55.32831881
233 8 mouth_left_corner_x 61.74384785
234 8 mouth_left_corner_y 75.00313526
235 8 mouth_right_corner_x 33.28542099
236 8 mouth_right_corner_y 75.44322938
237 8 mouth_center_top_lip_x 47.53493238
238 8 mouth_center_top_lip_y 68.71532619
239 8 mouth_center_bottom_lip_x 47.22095697
240 8 mouth_center_bottom_lip_y 81.59062049
241 9 left_eye_center_x 65.52451294
242 9 left_eye_center_y 38.06025183
243 9 right_eye_center_x 30.32937378
244 9 right_eye_center_y 36.14261342
245 9 left_eye_inner_corner_x 60.20650817
246 9 left_eye_inner_corner_y 38.97556212
247 9 left_eye_outer_corner_x 72.96268955
248 9 left_eye_outer_corner_y 38.68452523
249 9 right_eye_inner_corner_x 36.62736047
250 9 right_eye_inner_corner_y 37.94828799
251 9 right_eye_outer_corner_x 23.90359467
252 9 right_eye_outer_corner_y 36.27605642
253 9 left_eyebrow_inner_end_x 58.05596549
254 9 left_eyebrow_inner_end_y 28.61723168
255 9 left_eyebrow_outer_end_x 78.59569343
256 9 left_eyebrow_outer_end_y 30.69009211
257 9 right_eyebrow_inner_end_x 40.88308763
258 9 right_eyebrow_inner_end_y 27.93324045
259 9 right_eyebrow_outer_end_x 18.24369217
260 9 right_eyebrow_outer_end_y 28.37653707
261 9 nose_tip_x 49.22175683
262 9 nose_tip_y 55.80798323
263 9 mouth_left_corner_x 61.9532747
264 9 mouth_left_corner_y 76.43406082
265 9 mouth_right_corner_x 32.95071132
266 9 mouth_right_corner_y 75.70003062
267 9 mouth_center_top_lip_x 47.71318613
268 9 mouth_center_top_lip_y 68.87746408
269 9 mouth_center_bottom_lip_x 47.65497439
270 9 mouth_center_bottom_lip_y 82.09884841
271 10 left_eye_center_x 65.89439859
272 10 left_eye_center_y 36.75443106
273 10 right_eye_center_x 30.10076125
274 10 right_eye_center_y 36.31564483
275 10 left_eye_inner_corner_x 59.26152802
276 10 left_eye_inner_corner_y 37.74962231
277 10 left_eye_outer_corner_x 74.29389523
278 10 left_eye_outer_corner_y 37.43478173
279 10 right_eye_inner_corner_x 36.54127707
280 10 right_eye_inner_corner_y 37.00933376
281 10 right_eye_outer_corner_x 23.87340289
282 10 right_eye_outer_corner_y 36.41971968
283 10 left_eyebrow_inner_end_x 57.98472311
284 10 left_eyebrow_inner_end_y 28.70661333
285 10 left_eyebrow_outer_end_x 78.90724842
286 10 left_eyebrow_outer_end_y 28.23974585
287 10 right_eyebrow_inner_end_x 40.29233152
288 10 right_eyebrow_inner_end_y 28.12175404
289 10 right_eyebrow_outer_end_x 17.85988042
290 10 right_eyebrow_outer_end_y 28.3076602
291 10 nose_tip_x 48.60783638
292 10 nose_tip_y 58.23740455
293 10 mouth_left_corner_x 64.46443143
294 10 mouth_left_corner_y 75.12899636
295 10 mouth_right_corner_x 32.94888861
296 10 mouth_right_corner_y 75.39397096
297 10 mouth_center_top_lip_x 48.48293395
298 10 mouth_center_top_lip_y 68.85255094
299 10 mouth_center_bottom_lip_x 48.07548797
300 10 mouth_center_bottom_lip_y 81.88939721
301 11 left_eye_center_x 66.71324394
302 11 left_eye_center_y 37.90074929
303 11 right_eye_center_x 30.39085886
304 11 right_eye_center_y 35.86338395
305 11 left_eye_inner_corner_x 60.48735226
306 11 left_eye_inner_corner_y 38.88826115
307 11 left_eye_outer_corner_x 73.19858988
308 11 left_eye_outer_corner_y 38.62857995
309 11 right_eye_inner_corner_x 36.95619184
310 11 right_eye_inner_corner_y 37.1855479
311 11 right_eye_outer_corner_x 23.93404319
312 11 right_eye_outer_corner_y 36.07815754
313 11 left_eyebrow_inner_end_x 57.95237386
314 11 left_eyebrow_inner_end_y 29.11684602
315 11 left_eyebrow_outer_end_x 78.98726001
316 11 left_eyebrow_outer_end_y 30.92537193
317 11 right_eyebrow_inner_end_x 40.88672855
318 11 right_eyebrow_inner_end_y 28.83556316
319 11 right_eyebrow_outer_end_x 18.14865663
320 11 right_eyebrow_outer_end_y 28.36194629
321 11 nose_tip_x 49.2584843
322 11 nose_tip_y 56.81876671
323 11 mouth_left_corner_x 61.52905855
324 11 mouth_left_corner_y 77.44144002
325 11 mouth_right_corner_x 32.88321762
326 11 mouth_right_corner_y 75.70872854
327 11 mouth_center_top_lip_x 47.61104109
328 11 mouth_center_top_lip_y 70.99772795
329 11 mouth_center_bottom_lip_x 47.23968135
330 11 mouth_center_bottom_lip_y 82.6552393
331 12 left_eye_center_x 65.57625494
332 12 left_eye_center_y 38.2120363
333 12 right_eye_center_x 30.08164474
334 12 right_eye_center_y 38.08176096
335 12 left_eye_inner_corner_x 59.37796187
336 12 left_eye_inner_corner_y 39.00225882
337 12 left_eye_outer_corner_x 73.1469267
338 12 left_eye_outer_corner_y 38.74583349
339 12 right_eye_inner_corner_x 36.82089925
340 12 right_eye_inner_corner_y 39.61277793
341 12 right_eye_outer_corner_x 23.66023706
342 12 right_eye_outer_corner_y 38.20079913
343 12 left_eyebrow_inner_end_x 57.5218134
344 12 left_eyebrow_inner_end_y 28.9187185
345 12 left_eyebrow_outer_end_x 79.13233777
346 12 left_eyebrow_outer_end_y 30.74498276
347 12 right_eyebrow_inner_end_x 40.13918187
348 12 right_eyebrow_inner_end_y 28.27294457
349 12 right_eyebrow_outer_end_x 17.42434615
350 12 right_eyebrow_outer_end_y 30.80603722
351 12 nose_tip_x 48.7642384
352 12 nose_tip_y 57.91406632
353 12 mouth_left_corner_x 63.25974807
354 12 mouth_left_corner_y 77.23410389
355 12 mouth_right_corner_x 33.06141903
356 12 mouth_right_corner_y 76.05005086
357 12 mouth_center_top_lip_x 48.45369115
358 12 mouth_center_top_lip_y 73.24203893
359 12 mouth_center_bottom_lip_x 48.50766919
360 12 mouth_center_bottom_lip_y 83.26019441
361 13 left_eye_center_x 66.57805273
362 13 left_eye_center_y 36.46922594
363 13 right_eye_center_x 30.20667993
364 13 right_eye_center_y 36.11151008
365 13 left_eye_inner_corner_x 60.35228315
366 13 left_eye_inner_corner_y 37.73349949
367 13 left_eye_outer_corner_x 73.45197431
368 13 left_eye_outer_corner_y 37.91964648
369 13 right_eye_inner_corner_x 36.3545627
370 13 right_eye_inner_corner_y 36.95023016
371 13 right_eye_outer_corner_x 24.06237894
372 13 right_eye_outer_corner_y 35.96132328
373 13 left_eyebrow_inner_end_x 57.23153782
374 13 left_eyebrow_inner_end_y 28.86961348
375 13 left_eyebrow_outer_end_x 78.58993935
376 13 left_eyebrow_outer_end_y 28.6948461
377 13 right_eyebrow_inner_end_x 39.12484442
378 13 right_eyebrow_inner_end_y 28.76303132
379 13 right_eyebrow_outer_end_x 18.23159107
380 13 right_eyebrow_outer_end_y 27.83312503
381 13 nose_tip_x 47.83048343
382 13 nose_tip_y 58.29994844
383 13 mouth_left_corner_x 61.31709763
384 13 mouth_left_corner_y 77.30593696
385 13 mouth_right_corner_x 32.81126913
386 13 mouth_right_corner_y 75.54623596
387 13 mouth_center_top_lip_x 47.38289199
388 13 mouth_center_top_lip_y 70.60829598
389 13 mouth_center_bottom_lip_x 46.99675796
390 13 mouth_center_bottom_lip_y 82.33972609
391 14 left_eye_center_x 67.10766273
392 14 left_eye_center_y 37.91587055
393 14 right_eye_center_x 30.01948314
394 14 right_eye_center_y 35.84970716
395 14 left_eye_inner_corner_x 60.62870862
396 14 left_eye_inner_corner_y 38.68351174
397 14 left_eye_outer_corner_x 73.29206814
398 14 left_eye_outer_corner_y 38.74078616
399 14 right_eye_inner_corner_x 36.30583939
400 14 right_eye_inner_corner_y 36.79598892
401 14 right_eye_outer_corner_x 23.73432129
402 14 right_eye_outer_corner_y 35.99351261
403 14 left_eyebrow_inner_end_x 58.10912199
404 14 left_eyebrow_inner_end_y 28.43439317
405 14 left_eyebrow_outer_end_x 80.05999973
406 14 left_eyebrow_outer_end_y 31.25820678
407 14 right_eyebrow_inner_end_x 38.06995943
408 14 right_eyebrow_inner_end_y 27.5854381
409 14 right_eyebrow_outer_end_x 17.81808441
410 14 right_eyebrow_outer_end_y 28.0938553
411 14 nose_tip_x 47.63623698
412 14 nose_tip_y 56.44917674
413 14 mouth_left_corner_x 61.12792459
414 14 mouth_left_corner_y 77.75438853
415 14 mouth_right_corner_x 32.76339826
416 14 mouth_right_corner_y 75.67468176
417 14 mouth_center_top_lip_x 47.29065504
418 14 mouth_center_top_lip_y 72.33449277
419 14 mouth_center_bottom_lip_x 47.0206898
420 14 mouth_center_bottom_lip_y 83.60517773
421 15 left_eye_center_x 66.73229922
422 15 left_eye_center_y 37.54636168
423 15 right_eye_center_x 30.21317907
424 15 right_eye_center_y 35.9671743
425 15 left_eye_inner_corner_x 60.53150151
426 15 left_eye_inner_corner_y 38.84137893
427 15 left_eye_outer_corner_x 73.49894763
428 15 left_eye_outer_corner_y 38.504625
429 15 right_eye_inner_corner_x 36.45080879
430 15 right_eye_inner_corner_y 37.40116076
431 15 right_eye_outer_corner_x 24.00303607
432 15 right_eye_outer_corner_y 36.04922139
433 15 left_eyebrow_inner_end_x 57.87026231
434 15 left_eyebrow_inner_end_y 28.84175545
435 15 left_eyebrow_outer_end_x 78.91178733
436 15 left_eyebrow_outer_end_y 29.42446413
437 15 right_eyebrow_inner_end_x 38.83819299
438 15 right_eyebrow_inner_end_y 28.87273835
439 15 right_eyebrow_outer_end_x 18.155587
440 15 right_eyebrow_outer_end_y 27.95200659
441 15 nose_tip_x 48.09949688
442 15 nose_tip_y 57.62003637
443 15 mouth_left_corner_x 61.29746693
444 15 mouth_left_corner_y 77.77041947
445 15 mouth_right_corner_x 32.85817823
446 15 mouth_right_corner_y 75.71391455
447 15 mouth_center_top_lip_x 47.4156397
448 15 mouth_center_top_lip_y 73.52075962
449 15 mouth_center_bottom_lip_x 47.06189755
450 15 mouth_center_bottom_lip_y 82.69103877
451 16 left_eye_center_x 66.92802197
452 16 left_eye_center_y 37.70929233
453 16 right_eye_center_x 30.2104911
454 16 right_eye_center_y 35.88232883
455 16 left_eye_inner_corner_x 60.64357676
456 16 left_eye_inner_corner_y 38.52521739
457 16 left_eye_outer_corner_x 73.5045658
458 16 left_eye_outer_corner_y 38.54977793
459 16 right_eye_inner_corner_x 36.3756046
460 16 right_eye_inner_corner_y 36.98536138
461 16 right_eye_outer_corner_x 23.89778021
462 16 right_eye_outer_corner_y 36.02758705
463 16 left_eyebrow_inner_end_x 58.23322171
464 16 left_eyebrow_inner_end_y 28.67044875
465 16 left_eyebrow_outer_end_x 79.06977898
466 16 left_eyebrow_outer_end_y 29.36760748
467 16 right_eyebrow_inner_end_x 38.48242069
468 16 right_eyebrow_inner_end_y 28.35726597
469 16 right_eyebrow_outer_end_x 18.16024759
470 16 right_eyebrow_outer_end_y 28.06016857
471 16 nose_tip_x 48.58217639
472 16 nose_tip_y 55.12477761
473 16 mouth_left_corner_x 61.50000275
474 16 mouth_left_corner_y 76.94495686
475 16 mouth_right_corner_x 32.97768058
476 16 mouth_right_corner_y 75.41133155
477 16 mouth_center_top_lip_x 47.53318649
478 16 mouth_center_top_lip_y 69.24967051
479 16 mouth_center_bottom_lip_x 47.15243647
480 16 mouth_center_bottom_lip_y 82.0936066
481 17 left_eye_center_x 66.79165395
482 17 left_eye_center_y 38.15510603
483 17 right_eye_center_x 29.30323049
484 17 right_eye_center_y 38.54253206
485 17 left_eye_inner_corner_x 59.65620958
486 17 left_eye_inner_corner_y 38.99506293
487 17 left_eye_outer_corner_x 74.72531719
488 17 left_eye_outer_corner_y 38.84202101
489 17 right_eye_inner_corner_x 36.4537523
490 17 right_eye_inner_corner_y 39.47824225
491 17 right_eye_outer_corner_x 21.0761928
492 17 right_eye_outer_corner_y 38.73228309
493 17 left_eyebrow_inner_end_x 56.60163549
494 17 left_eyebrow_inner_end_y 28.83695741
495 17 left_eyebrow_outer_end_x 81.19620454
496 17 left_eyebrow_outer_end_y 31.35607187
497 17 right_eyebrow_inner_end_x 38.14508097
498 17 right_eyebrow_inner_end_y 27.99985127
499 17 right_eyebrow_outer_end_x 13.6954776
500 17 right_eyebrow_outer_end_y 31.88769138
501 17 nose_tip_x 47.28329135
502 17 nose_tip_y 58.0205835
503 17 mouth_left_corner_x 62.9547981
504 17 mouth_left_corner_y 78.00450296
505 17 mouth_right_corner_x 32.34581121
506 17 mouth_right_corner_y 76.97428712
507 17 mouth_center_top_lip_x 47.61433591
508 17 mouth_center_top_lip_y 74.54397153
509 17 mouth_center_bottom_lip_x 47.74450694
510 17 mouth_center_bottom_lip_y 84.26734288
511 18 left_eye_center_x 65.26754752
512 18 left_eye_center_y 36.83926033
513 18 right_eye_center_x 30.28334505
514 18 right_eye_center_y 38.53972647
515 18 left_eye_inner_corner_x 58.67685092
516 18 left_eye_inner_corner_y 37.41624222
517 18 left_eye_outer_corner_x 72.47096968
518 18 left_eye_outer_corner_y 37.00819286
519 18 right_eye_inner_corner_x 37.17229884
520 18 right_eye_inner_corner_y 39.39592056
521 18 right_eye_outer_corner_x 23.88161533
522 18 right_eye_outer_corner_y 38.43373387
523 18 left_eyebrow_inner_end_x 57.63489596
524 18 left_eyebrow_inner_end_y 29.45799094
525 18 left_eyebrow_outer_end_x 77.97382166
526 18 left_eyebrow_outer_end_y 28.98106823
527 18 right_eyebrow_inner_end_x 40.02478269
528 18 right_eyebrow_inner_end_y 30.3389061
529 18 right_eyebrow_outer_end_x 18.59294563
530 18 right_eyebrow_outer_end_y 32.47643727
531 18 nose_tip_x 50.30726351
532 18 nose_tip_y 57.66190154
533 18 mouth_left_corner_x 64.93684541
534 18 mouth_left_corner_y 74.48158064
535 18 mouth_right_corner_x 33.80515792
536 18 mouth_right_corner_y 75.11135351
537 18 mouth_center_top_lip_x 50.07232086
538 18 mouth_center_top_lip_y 68.60383101
539 18 mouth_center_bottom_lip_x 50.05261409
540 18 mouth_center_bottom_lip_y 80.06573655
541 19 left_eye_center_x 65.40760942
542 19 left_eye_center_y 37.78423049
543 19 right_eye_center_x 29.64799696
544 19 right_eye_center_y 38.75372732
545 19 left_eye_inner_corner_x 59.00200458
546 19 left_eye_inner_corner_y 39.1416908
547 19 left_eye_outer_corner_x 72.68968694
548 19 left_eye_outer_corner_y 38.75997853
549 19 right_eye_inner_corner_x 36.7532829
550 19 right_eye_inner_corner_y 39.91723928
551 19 right_eye_outer_corner_x 23.4063184
552 19 right_eye_outer_corner_y 39.76019266
553 19 left_eyebrow_inner_end_x 57.48342385
554 19 left_eyebrow_inner_end_y 29.59773879
555 19 left_eyebrow_outer_end_x 78.76991297
556 19 left_eyebrow_outer_end_y 31.17155592
557 19 right_eyebrow_inner_end_x 38.08555509
558 19 right_eyebrow_inner_end_y 29.488954
559 19 right_eyebrow_outer_end_x 18.32091169
560 19 right_eyebrow_outer_end_y 32.60644729
561 19 nose_tip_x 49.60979079
562 19 nose_tip_y 54.24132271
563 19 mouth_left_corner_x 64.20498512
564 19 mouth_left_corner_y 74.78898039
565 19 mouth_right_corner_x 33.66621383
566 19 mouth_right_corner_y 75.55520094
567 19 mouth_center_top_lip_x 49.52092296
568 19 mouth_center_top_lip_y 68.96581497
569 19 mouth_center_bottom_lip_x 49.50699585
570 19 mouth_center_bottom_lip_y 80.66440471
571 20 left_eye_center_x 66.31561733
572 20 left_eye_center_y 36.75988761
573 20 right_eye_center_x 30.14881626
574 20 right_eye_center_y 36.19549144
575 20 left_eye_inner_corner_x 60.12442262
576 20 left_eye_inner_corner_y 37.63065098
577 20 left_eye_outer_corner_x 73.85875927
578 20 left_eye_outer_corner_y 37.53364667
579 20 right_eye_inner_corner_x 36.4226729
580 20 right_eye_inner_corner_y 36.88655946
581 20 right_eye_outer_corner_x 23.906956
582 20 right_eye_outer_corner_y 36.23458219
583 20 left_eyebrow_inner_end_x 58.07093367
584 20 left_eyebrow_inner_end_y 28.78239134
585 20 left_eyebrow_outer_end_x 78.67630409
586 20 left_eyebrow_outer_end_y 28.46681854
587 20 right_eyebrow_inner_end_x 39.96483939
588 20 right_eyebrow_inner_end_y 28.54453366
589 20 right_eyebrow_outer_end_x 18.20263561
590 20 right_eyebrow_outer_end_y 28.18890937
591 20 nose_tip_x 48.86188048
592 20 nose_tip_y 57.18603397
593 20 mouth_left_corner_x 63.38399988
594 20 mouth_left_corner_y 75.4807261
595 20 mouth_right_corner_x 32.92104242
596 20 mouth_right_corner_y 75.36238684
597 20 mouth_center_top_lip_x 48.33969249
598 20 mouth_center_top_lip_y 68.79736625
599 20 mouth_center_bottom_lip_x 47.70011136
600 20 mouth_center_bottom_lip_y 81.63572685
601 21 left_eye_center_x 65.31046048
602 21 left_eye_center_y 37.81362888
603 21 right_eye_center_x 30.05288428
604 21 right_eye_center_y 38.90693242
605 21 left_eye_inner_corner_x 58.85868967
606 21 left_eye_inner_corner_y 39.15473856
607 21 left_eye_outer_corner_x 72.63068364
608 21 left_eye_outer_corner_y 38.7180081
609 21 right_eye_inner_corner_x 36.92422333
610 21 right_eye_inner_corner_y 39.98468069
611 21 right_eye_outer_corner_x 23.63883741
612 21 right_eye_outer_corner_y 39.94758312
613 21 left_eyebrow_inner_end_x 57.51156725
614 21 left_eyebrow_inner_end_y 29.50454695
615 21 left_eyebrow_outer_end_x 78.38556126
616 21 left_eyebrow_outer_end_y 30.33031077
617 21 right_eyebrow_inner_end_x 38.05211958
618 21 right_eyebrow_inner_end_y 29.03874199
619 21 right_eyebrow_outer_end_x 18.37791388
