"RowId"	"ImageId"	"FeatureName"	"Location"
"255"	3829	128	"nose_tip_x"	50
"256"	3830	128	"nose_tip_y"	59
"257"	3859	129	"nose_tip_x"	48
"258"	3860	129	"nose_tip_y"	63
"259"	3889	130	"nose_tip_x"	48
"260"	3890	130	"nose_tip_y"	64
"261"	3919	131	"nose_tip_x"	46
"262"	3920	131	"nose_tip_y"	65
"263"	3949	132	"nose_tip_x"	46
"264"	3950	132	"nose_tip_y"	65
"265"	3979	133	"nose_tip_x"	48
"266"	3980	133	"nose_tip_y"	59
"267"	4009	134	"nose_tip_x"	51
"268"	4010	134	"nose_tip_y"	64
"269"	4039	135	"nose_tip_x"	50
"270"	4040	135	"nose_tip_y"	63
"271"	4069	136	"nose_tip_x"	47
"272"	4070	136	"nose_tip_y"	61
"273"	4099	137	"nose_tip_x"	47
"274"	4100	137	"nose_tip_y"	59
"275"	4129	138	"nose_tip_x"	45
"276"	4130	138	"nose_tip_y"	60
"277"	4159	139	"nose_tip_x"	51
"278"	4160	139	"nose_tip_y"	59
"279"	4189	140	"nose_tip_x"	50
"280"	4190	140	"nose_tip_y"	59
"281"	4219	141	"nose_tip_x"	47
"282"	4220	141	"nose_tip_y"	65
"283"	4249	142	"nose_tip_x"	47
"284"	4250	142	"nose_tip_y"	59
"285"	4279	143	"nose_tip_x"	47
"286"	4280	143	"nose_tip_y"	65
"287"	4309	144	"nose_tip_x"	45
"288"	4310	144	"nose_tip_y"	61
"289"	4339	145	"nose_tip_x"	45
"290"	4340	145	"nose_tip_y"	65
"291"	4369	146	"nose_tip_x"	45
"292"	4370	146	"nose_tip_y"	61
"293"	4399	147	"nose_tip_x"	51
"294"	4400	147	"nose_tip_y"	62
"295"	4429	148	"nose_tip_x"	46
"296"	4430	148	"nose_tip_y"	59
"297"	4459	149	"nose_tip_x"	49
"298"	4460	149	"nose_tip_y"	62
"299"	4489	150	"nose_tip_x"	48
"300"	4490	150	"nose_tip_y"	59
"301"	4519	151	"nose_tip_x"	51
"302"	4520	151	"nose_tip_y"	65
"303"	4549	152	"nose_tip_x"	48
"304"	4550	152	"nose_tip_y"	61
"305"	4579	153	"nose_tip_x"	50
"306"	4580	153	"nose_tip_y"	64
"307"	4609	154	"nose_tip_x"	49
"308"	4610	154	"nose_tip_y"	63
"309"	4639	155	"nose_tip_x"	51
"310"	4640	155	"nose_tip_y"	65
"311"	4669	156	"nose_tip_x"	49
"312"	4670	156	"nose_tip_y"	64
"313"	4699	157	"nose_tip_x"	45
"314"	4700	157	"nose_tip_y"	64
"315"	4729	158	"nose_tip_x"	45
"316"	4730	158	"nose_tip_y"	65
"317"	4759	159	"nose_tip_x"	49
"318"	4760	159	"nose_tip_y"	63
"319"	4789	160	"nose_tip_x"	48
"320"	4790	160	"nose_tip_y"	63
"321"	4819	161	"nose_tip_x"	50
"322"	4820	161	"nose_tip_y"	59
"323"	4849	162	"nose_tip_x"	45
"324"	4850	162	"nose_tip_y"	64
"325"	4879	163	"nose_tip_x"	49
"326"	4880	163	"nose_tip_y"	60
"327"	4909	164	"nose_tip_x"	47
"328"	4910	164	"nose_tip_y"	60
"329"	4939	165	"nose_tip_x"	47
"330"	4940	165	"nose_tip_y"	65
"331"	4969	166	"nose_tip_x"	47
"332"	4970	166	"nose_tip_y"	62
"333"	4999	167	"nose_tip_x"	51
"334"	5000	167	"nose_tip_y"	65
"335"	5029	168	"nose_tip_x"	50
"336"	5030	168	"nose_tip_y"	63
"337"	5059	169	"nose_tip_x"	50
"338"	5060	169	"nose_tip_y"	62
"339"	5089	170	"nose_tip_x"	50
"340"	5090	170	"nose_tip_y"	65
"341"	5119	171	"nose_tip_x"	47
"342"	5120	171	"nose_tip_y"	65
"343"	5149	172	"nose_tip_x"	48
"344"	5150	172	"nose_tip_y"	65
"345"	5179	173	"nose_tip_x"	46
"346"	5180	173	"nose_tip_y"	59
"347"	5209	174	"nose_tip_x"	47
"348"	5210	174	"nose_tip_y"	64
"349"	5239	175	"nose_tip_x"	48
"350"	5240	175	"nose_tip_y"	59
"351"	5269	176	"nose_tip_x"	46
"352"	5270	176	"nose_tip_y"	59
"353"	5299	177	"nose_tip_x"	48
"354"	5300	177	"nose_tip_y"	61
"355"	5329	178	"nose_tip_x"	47
"356"	5330	178	"nose_tip_y"	65
"357"	5359	179	"nose_tip_x"	51
"358"	5360	179	"nose_tip_y"	63
"359"	5389	180	"nose_tip_x"	49
"360"	5390	180	"nose_tip_y"	65
"361"	5419	181	"nose_tip_x"	48
"362"	5420	181	"nose_tip_y"	62
"363"	5449	182	"nose_tip_x"	49
"364"	5450	182	"nose_tip_y"	61
"365"	5479	183	"nose_tip_x"	46
"366"	5480	183	"nose_tip_y"	59
"367"	5509	184	"nose_tip_x"	48
"368"	5510	184	"nose_tip_y"	59
"369"	5539	185	"nose_tip_x"	51
"370"	5540	185	"nose_tip_y"	62
"371"	5569	186	"nose_tip_x"	51
"372"	5570	186	"nose_tip_y"	61
"373"	5599	187	"nose_tip_x"	45
"374"	5600	187	"nose_tip_y"	63
"375"	5629	188	"nose_tip_x"	50
"376"	5630	188	"nose_tip_y"	65
"377"	5659	189	"nose_tip_x"	48
"378"	5660	189	"nose_tip_y"	62
"379"	5689	190	"nose_tip_x"	48
"380"	5690	190	"nose_tip_y"	59
"381"	5719	191	"nose_tip_x"	50
"382"	5720	191	"nose_tip_y"	62
"383"	5749	192	"nose_tip_x"	51
"384"	5750	192	"nose_tip_y"	59
"385"	5779	193	"nose_tip_x"	51
"386"	5780	193	"nose_tip_y"	65
"387"	5809	194	"nose_tip_x"	45
"388"	5810	194	"nose_tip_y"	59
"389"	5839	195	"nose_tip_x"	50
"390"	5840	195	"nose_tip_y"	64
"391"	5869	196	"nose_tip_x"	48
"392"	5870	196	"nose_tip_y"	65
"393"	5899	197	"nose_tip_x"	48
"394"	5900	197	"nose_tip_y"	61
"395"	5929	198	"nose_tip_x"	45
"396"	5930	198	"nose_tip_y"	61
"397"	5959	199	"nose_tip_x"	48
"398"	5960	199	"nose_tip_y"	60
"399"	5989	200	"nose_tip_x"	51
"400"	5990	200	"nose_tip_y"	64
"401"	6019	201	"nose_tip_x"	48
"402"	6020	201	"nose_tip_y"	62
"403"	6049	202	"nose_tip_x"	48
"404"	6050	202	"nose_tip_y"	65
"405"	6079	203	"nose_tip_x"	51
"406"	6080	203	"nose_tip_y"	62
"407"	6109	204	"nose_tip_x"	48
"408"	6110	204	"nose_tip_y"	64
"409"	6139	205	"nose_tip_x"	48
"410"	6140	205	"nose_tip_y"	63
"411"	6169	206	"nose_tip_x"	46
"412"	6170	206	"nose_tip_y"	59
"413"	6199	207	"nose_tip_x"	47
"414"	6200	207	"nose_tip_y"	61
"415"	6229	208	"nose_tip_x"	47
"416"	6230	208	"nose_tip_y"	62
"417"	6259	209	"nose_tip_x"	50
"418"	6260	209	"nose_tip_y"	64
"419"	6289	210	"nose_tip_x"	49
"420"	6290	210	"nose_tip_y"	59
"421"	6319	211	"nose_tip_x"	49
"422"	6320	211	"nose_tip_y"	64
"423"	6349	212	"nose_tip_x"	51
"424"	6350	212	"nose_tip_y"	62
"425"	6379	213	"nose_tip_x"	49
"426"	6380	213	"nose_tip_y"	61
"427"	6409	214	"nose_tip_x"	51
"428"	6410	214	"nose_tip_y"	59
"429"	6439	215	"nose_tip_x"	48
"430"	6440	215	"nose_tip_y"	64
"431"	6469	216	"nose_tip_x"	50
"432"	6470	216	"nose_tip_y"	60
"433"	6499	217	"nose_tip_x"	50
"434"	6500	217	"nose_tip_y"	63
"435"	6529	218	"nose_tip_x"	46
"436"	6530	218	"nose_tip_y"	65
"437"	6559	219	"nose_tip_x"	49
"438"	6560	219	"nose_tip_y"	63
"439"	6589	220	"nose_tip_x"	49
"440"	6590	220	"nose_tip_y"	61
"441"	6619	221	"nose_tip_x"	49
"442"	6620	221	"nose_tip_y"	65
"443"	6649	222	"nose_tip_x"	47
"444"	6650	222	"nose_tip_y"	65
"445"	6679	223	"nose_tip_x"	50
"446"	6680	223	"nose_tip_y"	62
"447"	6709	224	"nose_tip_x"	50
"448"	6710	224	"nose_tip_y"	65
"449"	6739	225	"nose_tip_x"	45
"450"	6740	225	"nose_tip_y"	64
"451"	6769	226	"nose_tip_x"	47
"452"	6770	226	"nose_tip_y"	60
"453"	6799	227	"nose_tip_x"	48
"454"	6800	227	"nose_tip_y"	65
"455"	6829	228	"nose_tip_x"	45
"456"	6830	228	"nose_tip_y"	63
"457"	6859	229	"nose_tip_x"	45
"458"	6860	229	"nose_tip_y"	59
"459"	6889	230	"nose_tip_x"	47
"460"	6890	230	"nose_tip_y"	62
"461"	6919	231	"nose_tip_x"	45
"462"	6920	231	"nose_tip_y"	61
"463"	6949	232	"nose_tip_x"	45
"464"	6950	232	"nose_tip_y"	62
"465"	6979	233	"nose_tip_x"	45
"466"	6980	233	"nose_tip_y"	62
"467"	7009	234	"nose_tip_x"	45
"468"	7010	234	"nose_tip_y"	59
"469"	7039	235	"nose_tip_x"	45
"470"	7040	235	"nose_tip_y"	59
"471"	7069	236	"nose_tip_x"	48
"472"	7070	236	"nose_tip_y"	65
"473"	7099	237	"nose_tip_x"	49
"474"	7100	237	"nose_tip_y"	61
"475"	7129	238	"nose_tip_x"	49
"476"	7130	238	"nose_tip_y"	60
"477"	7159	239	"nose_tip_x"	47
"478"	7160	239	"nose_tip_y"	62
"479"	7189	240	"nose_tip_x"	46
"480"	7190	240	"nose_tip_y"	61
"481"	7219	241	"nose_tip_x"	49
"482"	7220	241	"nose_tip_y"	59
"483"	7249	242	"nose_tip_x"	49
"484"	7250	242	"nose_tip_y"	61
"485"	7279	243	"nose_tip_x"	45
"486"	7280	243	"nose_tip_y"	61
"487"	7309	244	"nose_tip_x"	50
"488"	7310	244	"nose_tip_y"	62
"489"	7339	245	"nose_tip_x"	48
"490"	7340	245	"nose_tip_y"	64
"491"	7369	246	"nose_tip_x"	50
"492"	7370	246	"nose_tip_y"	59
"493"	7399	247	"nose_tip_x"	49
"494"	7400	247	"nose_tip_y"	65
"495"	7429	248	"nose_tip_x"	46
"496"	7430	248	"nose_tip_y"	59
"497"	7459	249	"nose_tip_x"	51
"498"	7460	249	"nose_tip_y"	59
"499"	7489	250	"nose_tip_x"	48
"500"	7490	250	"nose_tip_y"	59
"501"	7519	251	"nose_tip_x"	51
"502"	7520	251	"nose_tip_y"	59
"503"	7549	252	"nose_tip_x"	49
"504"	7550	252	"nose_tip_y"	64
"505"	7579	253	"nose_tip_x"	49
"506"	7580	253	"nose_tip_y"	63
"507"	7609	254	"nose_tip_x"	47
"508"	7610	254	"nose_tip_y"	65
"509"	7639	255	"nose_tip_x"	48
"510"	7640	255	"nose_tip_y"	59
"511"	7669	256	"nose_tip_x"	48
"512"	7670	256	"nose_tip_y"	65
"513"	7699	257	"nose_tip_x"	48
"514"	7700	257	"nose_tip_y"	62
"515"	7729	258	"nose_tip_x"	50
"516"	7730	258	"nose_tip_y"	59
"517"	7759	259	"nose_tip_x"	51
"518"	7760	259	"nose_tip_y"	62
"519"	7789	260	"nose_tip_x"	45
"520"	7790	260	"nose_tip_y"	60
"521"	7819	261	"nose_tip_x"	47
"522"	7820	261	"nose_tip_y"	64
"523"	7849	262	"nose_tip_x"	49
"524"	7850	262	"nose_tip_y"	61
"525"	7879	263	"nose_tip_x"	48
"526"	7880	263	"nose_tip_y"	62
"527"	7909	264	"nose_tip_x"	47
"528"	7910	264	"nose_tip_y"	60
"529"	7939	265	"nose_tip_x"	45
"530"	7940	265	"nose_tip_y"	59
"531"	7969	266	"nose_tip_x"	50
"532"	7970	266	"nose_tip_y"	62
"533"	7999	267	"nose_tip_x"	46
"534"	8000	267	"nose_tip_y"	65
"535"	8029	268	"nose_tip_x"	49
"536"	8030	268	"nose_tip_y"	60
"537"	8059	269	"nose_tip_x"	46
"538"	8060	269	"nose_tip_y"	59
"539"	8089	270	"nose_tip_x"	51
"540"	8090	270	"nose_tip_y"	60
"541"	8119	271	"nose_tip_x"	47
"542"	8120	271	"nose_tip_y"	61
"543"	8149	272	"nose_tip_x"	51
"544"	8150	272	"nose_tip_y"	65
"545"	8179	273	"nose_tip_x"	47
"546"	8180	273	"nose_tip_y"	59
"547"	8209	274	"nose_tip_x"	47
"548"	8210	274	"nose_tip_y"	65
"549"	8239	275	"nose_tip_x"	49
"550"	8240	275	"nose_tip_y"	62
"551"	8269	276	"nose_tip_x"	49
"552"	8270	276	"nose_tip_y"	62
"553"	8299	277	"nose_tip_x"	50
"554"	8300	277	"nose_tip_y"	64
"555"	8329	278	"nose_tip_x"	51
"556"	8330	278	"nose_tip_y"	59
"557"	8359	279	"nose_tip_x"	51
"558"	8360	279	"nose_tip_y"	64
"559"	8389	280	"nose_tip_x"	47
"560"	8390	280	"nose_tip_y"	65
"561"	8419	281	"nose_tip_x"	47
"562"	8420	281	"nose_tip_y"	65
"563"	8449	282	"nose_tip_x"	46
"564"	8450	282	"nose_tip_y"	65
"565"	8479	283	"nose_tip_x"	48
"566"	8480	283	"nose_tip_y"	60
"567"	8509	284	"nose_tip_x"	47
"568"	8510	284	"nose_tip_y"	65
"569"	8539	285	"nose_tip_x"	51
"570"	8540	285	"nose_tip_y"	62
"571"	8569	286	"nose_tip_x"	51
"572"	8570	286	"nose_tip_y"	59
"573"	8599	287	"nose_tip_x"	51
"574"	8600	287	"nose_tip_y"	61
"575"	8629	288	"nose_tip_x"	48
"576"	8630	288	"nose_tip_y"	64
"577"	8659	289	"nose_tip_x"	46
"578"	8660	289	"nose_tip_y"	61
"579"	8689	290	"nose_tip_x"	46
"580"	8690	290	"nose_tip_y"	65
"581"	8719	291	"nose_tip_x"	49
"582"	8720	291	"nose_tip_y"	60
"583"	8749	292	"nose_tip_x"	51
"584"	8750	292	"nose_tip_y"	59
"585"	8779	293	"nose_tip_x"	47
"586"	8780	293	"nose_tip_y"	59
"587"	8809	294	"nose_tip_x"	47
"588"	8810	294	"nose_tip_y"	64
"589"	8839	295	"nose_tip_x"	47
"590"	8840	295	"nose_tip_y"	65
"591"	8869	296	"nose_tip_x"	51
"592"	8870	296	"nose_tip_y"	59
"593"	8899	297	"nose_tip_x"	48
"594"	8900	297	"nose_tip_y"	62
"595"	8929	298	"nose_tip_x"	48
"596"	8930	298	"nose_tip_y"	65
"597"	8959	299	"nose_tip_x"	49
"598"	8960	299	"nose_tip_y"	60
"599"	8989	300	"nose_tip_x"	49
"600"	8990	300	"nose_tip_y"	65
"601"	9019	301	"nose_tip_x"	48
"602"	9020	301	"nose_tip_y"	59
"603"	9049	302	"nose_tip_x"	49
"604"	9050	302	"nose_tip_y"	63
"605"	9079	303	"nose_tip_x"	50
"606"	9080	303	"nose_tip_y"	61
"607"	9109	304	"nose_tip_x"	48
"608"	9110	304	"nose_tip_y"	63
"609"	9139	305	"nose_tip_x"	51
"610"	9140	305	"nose_tip_y"	65
"611"	9169	306	"nose_tip_x"	49
"612"	9170	306	"nose_tip_y"	65
"613"	9199	307	"nose_tip_x"	47
"614"	9200	307	"nose_tip_y"	60
"615"	9229	308	"nose_tip_x"	51
"616"	9230	308	"nose_tip_y"	60
"617"	9259	309	"nose_tip_x"	48
"618"	9260	309	"nose_tip_y"	65
"619"	9289	310	"nose_tip_x"	51
"620"	9290	310	"nose_tip_y"	59
"621"	9319	311	"nose_tip_x"	51
"622"	9320	311	"nose_tip_y"	64
"623"	9349	312	"nose_tip_x"	50
"624"	9350	312	"nose_tip_y"	65
"625"	9379	313	"nose_tip_x"	48
"626"	9380	313	"nose_tip_y"	64
"627"	9409	314	"nose_tip_x"	51
"628"	9410	314	"nose_tip_y"	65
"629"	9439	315	"nose_tip_x"	48
"630"	9440	315	"nose_tip_y"	64
"631"	9469	316	"nose_tip_x"	48
"632"	9470	316	"nose_tip_y"	65
"633"	9499	317	"nose_tip_x"	48
"634"	9500	317	"nose_tip_y"	62
"635"	9529	318	"nose_tip_x"	51
"636"	9530	318	"nose_tip_y"	62
"637"	9559	319	"nose_tip_x"	51
"638"	9560	319	"nose_tip_y"	63
"639"	9589	320	"nose_tip_x"	49
"640"	9590	320	"nose_tip_y"	64
"641"	9619	321	"nose_tip_x"	49
"642"	9620	321	"nose_tip_y"	63
"643"	9649	322	"nose_tip_x"	49
"644"	9650	322	"nose_tip_y"	59
"645"	9679	323	"nose_tip_x"	48
"646"	9680	323	"nose_tip_y"	64
"647"	9709	324	"nose_tip_x"	49
"648"	9710	324	"nose_tip_y"	65
"649"	9739	325	"nose_tip_x"	48
"650"	9740	325	"nose_tip_y"	63
"651"	9769	326	"nose_tip_x"	51
"652"	9770	326	"nose_tip_y"	63
"653"	9799	327	"nose_tip_x"	48
"654"	9800	327	"nose_tip_y"	63
"655"	9829	328	"nose_tip_x"	48
"656"	9830	328	"nose_tip_y"	62
"657"	9859	329	"nose_tip_x"	48
"658"	9860	329	"nose_tip_y"	65
"659"	9889	330	"nose_tip_x"	51
"660"	9890	330	"nose_tip_y"	65
"661"	9919	331	"nose_tip_x"	46
"662"	9920	331	"nose_tip_y"	60
"663"	9949	332	"nose_tip_x"	48
"664"	9950	332	"nose_tip_y"	61
"665"	9979	333	"nose_tip_x"	50
"666"	9980	333	"nose_tip_y"	65
"667"	10009	334	"nose_tip_x"	49
