RowId,Location
10039,48
10040,63
10069,49
10070,63
10099,49
10100,63
10129,48
10130,63
10159,49
10160,63
10189,48
10190,63
10219,49
10220,63
10249,47
10250,63
10279,49
10280,62
10309,49
10310,62
10339,49
10340,61
10369,49
10370,63
10399,48
10400,63
10429,49
10430,63
10459,49
10460,63
10489,47
10490,63
10519,47
10520,61
10549,48
10550,63
10579,49
10580,63
10609,49
10610,63
10639,48
10640,63
10669,49
10670,63
10699,49
10700,63
10729,47
10730,61
10759,49
10760,63
10789,48
10790,63
10819,47
10820,63
10849,48
10850,62
10879,49
10880,63
10909,49
10910,61
10939,48
10940,63
10969,48
10970,63
10999,49
11000,63
11029,49
11030,63
11059,49
11060,61
11089,49
11090,61
11119,47
11120,61
11149,49
11150,63
11179,48
11180,61
11209,49
11210,61
11239,48
11240,62
11269,47
11270,62
11299,47
11300,61
11329,48
11330,63
11359,49
11360,61
11389,48
11390,63
11419,48
11420,63
11449,49
11450,63
11479,49
11480,63
11509,49
11510,63
11539,49
11540,63
11569,47
11570,61
11599,49
11600,63
11629,49
11630,63
11659,49
11660,63
11689,47
11690,61
11719,48
11720,61
11749,48
11750,63
11779,49
11780,63
11809,48
11810,63
11839,49
11840,63
11869,49
11870,61
11899,47
11900,61
11929,49
11930,61
11959,49
11960,63
11989,49
11990,61
12019,47
12020,61
12049,47
12050,61
12079,47
12080,63
12109,47
12110,61
12137,49
12138,63
12167,49
12168,61
12197,49
12198,63
12227,49
12228,61
12257,47
12258,61
12287,48
12288,61
12317,49
12318,63
12341,49
12342,61
12371,48
12372,61
12395,48
12396,63
12423,49
12424,61
12449,47
12450,61
12479,48
12480,61
12509,49
12510,62
12539,49
12540,63
12569,47
12570,61
12597,47
12598,61
12627,47
12628,63
12657,48
12658,62
12685,47
12686,61
12715,48
12716,63
12745,49
12746,61
12773,47
12774,63
12803,47
12804,61
12833,49
12834,63
12859,48
12860,63
12889,49
12890,63
12919,49
12920,61
12949,48
12950,61
12977,49
12978,63
13007,49
13008,61
13033,47
13034,61
13063,49
13064,63
13093,47
13094,61
13123,47
13124,61
13153,47
13154,63
13183,47
13184,62
13213,49
13214,63
13243,47
13244,63
13271,49
13272,62
13301,48
13302,61
13331,49
13332,61
13361,49
13362,61
13391,47
13392,61
13421,48
13422,63
13451,49
13452,63
13481,49
13482,63
13511,49
13512,61
13541,49
13542,62
13571,49
13572,61
13601,49
13602,61
13631,47
13632,61
13661,47
13662,61
13689,47
13690,63
13711,47
13712,61
13741,47
13742,61
13771,49
13772,61
13801,48
13802,63
13831,49
13832,61
13861,49
13862,62
13891,47
13892,61
13921,47
13922,61
13951,49
13952,63
13981,47
13982,61
14011,49
14012,61
14039,49
14040,63
14067,49
14068,61
14097,47
14098,61
14127,47
14128,61
14157,49
14158,63
14187,49
14188,61
14217,47
14218,61
14239,47
14240,63
14269,49
14270,63
14299,49
14300,61
14329,47
14330,63
14355,49
14356,62
14385,47
14386,63
14415,47
14416,63
14441,47
14442,62
14471,48
14472,63
14501,49
14502,61
14531,49
14532,61
14561,49
14562,61
14591,47
14592,63
14621,47
14622,63
14651,49
14652,63
14681,49
14682,63
14711,47
14712,61
14741,47
14742,63
14771,47
14772,61
14801,49
14802,62
14829,48
14830,61
14859,47
14860,61
14889,47
14890,63
14919,47
14920,63
14947,47
14948,61
14973,47
14974,63
14997,49
14998,63
15025,47
15026,61
15053,49
15054,63
15083,49
15084,62
15113,47
15114,63
15143,49
15144,61
15173,49
15174,62
15203,48
15204,63
15233,49
15234,62
15263,47
15264,63
15293,47
15294,63
15323,47
15324,63
15353,49
15354,61
15383,49
15384,62
15413,48
15414,62
15443,47
15444,62
15473,49
15474,61
15503,47
15504,61
15529,47
15530,61
15559,49
15560,63
15589,49
15590,61
15619,49
15620,63
15649,47
15650,63
15679,49
15680,61
15709,47
15710,61
15739,47
15740,62
15769,49
15770,61
15799,49
15800,62
15829,47
15830,63
15857,47
15858,61
15887,47
15888,63
15917,49
15918,61
15947,49
15948,63
15973,47
15974,63
16003,48
16004,63
16033,49
16034,63
16063,49
16064,63
16093,47
16094,61
16123,47
16124,61
16153,47
16154,63
16183,49
16184,61
16213,49
16214,61
16243,47
16244,63
16273,47
16274,61
16303,47
16304,61
16333,47
16334,63
16363,49
16364,62
16393,49
16394,62
16423,47
16424,61
16439,48
16440,62
16469,48
16470,61
16493,47
16494,61
16523,49
16524,62
16553,49
16554,61
16583,49
16584,61
16613,49
16614,63
16639,49
16640,61
16669,49
16670,63
16699,49
16700,61
16729,49
16730,61
16759,49
16760,62
16789,49
16790,63
16819,47
16820,61
16849,49
16850,63
16879,47
16880,61
16909,49
16910,61
16939,49
16940,63
16969,49
16970,63
16999,47
17000,61
17029,47
17030,61
17057,49
17058,63
17087,49
17088,61
17105,48
17106,61
17133,47
17134,61
17163,49
17164,61
17193,49
17194,63
17223,48
17224,63
17253,47
17254,61
17283,47
17284,61
17313,47
17314,63
17343,47
17344,61
17373,47
17374,61
17403,49
17404,61
17433,47
17434,61
17463,48
17464,63
17493,49
17494,63
17523,47
17524,61
17553,47
17554,61
17583,49
17584,63
17597,48
17598,61
17605,47
17606,61
17613,49
17614,63
17621,49
17622,63
17629,47
17630,63
17637,47
17638,63
17645,49
17646,61
17653,49
17654,62
17661,49
17662,61
17669,47
17670,61
17677,47
17678,63
17685,49
17686,63
17693,47
17694,61
17701,49
17702,61
17709,48
17710,63
17717,49
17718,61
17725,49
17726,61
17733,48
17734,61
17741,47
17742,62
17749,47
17750,61
17757,49
17758,62
17765,49
17766,63
17773,47
17774,62
17781,47
17782,63
17789,49
17790,63
17797,47
17798,61
17805,47
17806,61
17813,49
17814,61
17821,49
17822,61
17829,47
17830,63
17837,47
17838,61
17845,47
17846,61
17853,49
17854,61
17861,47
17862,61
17869,49
17870,63
17877,47
17878,63
17885,49
17886,63
17893,48
17894,61
17901,47
17902,61
17909,47
17910,63
17917,47
17918,61
17925,47
17926,61
17933,47
17934,62
17941,49
17942,61
17949,49
17950,61
17957,47
17958,63
17965,49
17966,63
17973,47
17974,61
17981,49
17982,63
17989,49
17990,63
17997,47
17998,61
18005,47
18006,61
18013,49
18014,62
18021,47
18022,62
18029,47
18030,61
18037,49
18038,61
18045,47
18046,63
18053,48
18054,63
18061,47
18062,61
18069,49
18070,61
18077,47
18078,63
18085,48
18086,62
18093,47
18094,63
18101,47
18102,61
18109,49
18110,61
18117,48
18118,61
18125,49
18126,61
18133,49
18134,63
18141,49
18142,62
18149,49
18150,63
18157,49
18158,63
18165,47
18166,61
18173,49
18174,61
18181,47
18182,61
18189,47
18190,63
18197,49
18198,62
18205,49
18206,62
18213,49
18214,61
18221,49
18222,61
18229,49
18230,62
18237,47
18238,63
18245,47
18246,61
18253,48
18254,61
18261,47
18262,61
18269,47
18270,61
18277,49
18278,61
18285,49
18286,61
18293,49
18294,61
18301,47
18302,63
18309,47
18310,62
18317,48
18318,61
18325,47
18326,61
18333,47
18334,62
18341,47
18342,63
18349,49
18350,61
18357,47
18358,61
18365,49
18366,63
18373,49
18374,63
18381,49
18382,63
18389,47
18390,63
18397,49
18398,61
18405,47
18406,63
18413,49
18414,61
18421,49
18422,61
18429,47
18430,61
18437,47
18438,63
18445,47
18446,63
18453,49
18454,63
18461,49
18462,63
18469,48
18470,62
18477,47
18478,63
18485,49
18486,63
18493,47
18494,63
18501,49
18502,61
18509,49
18510,63
18517,47
18518,62
18525,49
18526,61
18533,48
18534,63
18541,48
18542,63
18549,47
18550,63
18557,48
18558,62
18565,48
18566,63
18573,47
18574,61
18581,47
18582,63
18589,49
18590,61
18597,47
18598,62
18605,47
18606,61
18613,49
18614,63
18621,49
18622,61
18629,47
18630,63
18637,49
18638,62
18645,49
18646,62
18653,48
18654,62
18661,49
18662,61
18669,47
18670,63
18677,49
18678,61
18685,48
18686,62
18693,47
18694,63
18701,49
18702,61
18709,49
18710,62
18717,48
18718,61
18725,47
18726,63
18733,47
18734,63
18741,47
18742,63
18749,47
18750,61
18757,49
18758,61
18765,47
18766,63
18773,49
18774,63
18781,49
18782,62
18789,47
18790,61
18797,47
18798,63
18805,47
18806,63
18813,47
18814,63
18821,49
18822,61
18829,47
18830,63
18837,47
18838,63
18845,49
18846,63
18853,47
18854,61
18861,49
18862,62
18869,49
18870,63
18877,47
18878,61
18885,49
18886,62
18893,47
18894,61
18901,47
18902,63
18909,49
18910,62
18917,47
18918,62
18925,47
18926,61
18933,47
18934,61
18941,48
18942,63
18949,47
18950,61
18957,49
18958,61
18965,47
18966,61
18973,47
18974,61
18981,49
18982,63
18989,48
18990,61
18997,47
18998,61
19005,49
19006,63
19013,47
19014,61
19021,48
19022,61
19029,48
19030,63
19037,49
19038,61
19045,47
19046,63
19053,49
19054,61
19061,48
19062,62
19069,47
19070,61
19077,47
19078,61
19085,49
19086,61
19093,49
19094,61
19101,47
19102,63
19109,47
19110,63
19117,49
19118,61
19123,47
19124,61
19131,49
19132,61
19139,47
19140,62
19147,47
19148,63
19155,47
19156,61
19163,47
19164,63
19171,49
19172,61
19179,47
19180,61
19187,47
19188,62
19195,47
19196,61
19203,47
19204,61
19211,49
19212,62
19219,47
19220,61
19227,47
19228,61
19235,47
19236,61
19243,47
19244,63
19251,47
19252,61
19259,47
19260,61
19267,49
19268,63
19275,47
19276,63
19283,49
19284,61
19291,48
19292,63
19299,49
19300,61
19307,49
19308,63
19315,47
19316,63
19323,47
19324,63
19331,47
19332,62
19339,49
19340,61
19347,47
19348,61
19355,48
19356,61
19363,48
19364,61
19371,47
19372,61
19379,47
19380,63
19387,47
19388,63
19395,49
19396,62
19403,49
19404,63
19411,49
19412,61
19419,47
19420,63
19427,49
19428,61
19435,49
19436,62
19443,48
19444,61
19451,47
19452,61
19459,49
19460,63
19467,48
19468,61
19475,48
19476,63
19483,47
19484,63
19491,48
19492,61
19499,49
19500,62
19507,47
19508,63
19515,47
19516,61
19523,49
19524,63
19531,49
19532,61
19539,47
19540,63
19547,49
19548,62
19555,47
19556,63
19563,47
19564,62
19571,49
19572,61
19579,49
19580,62
19587,49
19588,63
19595,47
19596,63
19603,49
19604,61
19611,47
19612,61
19619,47
19620,61
19627,47
19628,61
19635,49
19636,63
19643,49
19644,63
19651,47
19652,63
19659,47
19660,61
19667,47
19668,61
19675,49
19676,61
19683,48
19684,63
19691,49
19692,63
19699,49
19700,61
19707,48
19708,61
19715,49
19716,61
19723,49
19724,61
19731,49
19732,63
19739,48
19740,61
19747,49
19748,63
19755,49
19756,63
19763,49
19764,61
19771,47
19772,63
19779,47
19780,63
19787,49
19788,61
19795,48
19796,61
19803,49
19804,61
19811,49
19812,63
19819,47
19820,63
19827,49
19828,63
19835,49
19836,63
19843,47
19844,63
19851,47
19852,63
19859,47
19860,61
19867,47
19868,63
19875,49
19876,61
19883,49
19884,63
19891,47
19892,63
19899,48
19900,61
19907,49
19908,62
19915,47
19916,61
19923,47
19924,62
19931,47
19932,61
19939,49
19940,62
19947,47
19948,61
19955,48
19956,61
19963,48
19964,61
19971,49
19972,62
19979,47
19980,63
19987,48
19988,61
19995,49
19996,63
20003,49
20004,63
20011,48
20012,61
20019,49
20020,62
20027,47
20028,61
20035,48
20036,61
20043,47
20044,63
20051,49
20052,61
20059,49
20060,63
20067,49
20068,63
20075,47
20076,61
20083,48
20084,61
20091,49
20092,61
20099,49
20100,63
20107,47
20108,62
20115,47
20116,61
20123,49
20124,61
20131,47
20132,63
20139,49
20140,63
20147,49
20148,63
20155,48
20156,62
20163,48
20164,62
20171,47
20172,61
20179,47
20180,61
20187,47
20188,61
20195,49
20196,62
20203,49
20204,61
20211,47
20212,61
20219,49
20220,63
20227,47
20228,61
20235,49
20236,61
20243,47
20244,63
20251,47
20252,61
20259,49
20260,61
20267,47
20268,63
20275,49
20276,61
20283,49
20284,62
20291,47
20292,63
20299,47
20300,61
20307,48
20308,63
20315,49
20316,61
20323,47
20324,61
20331,47
20332,63
20339,47
20340,63
20347,49
20348,63
20355,47
20356,63
20363,49
20364,63
20371,48
20372,63
20379,49
20380,63
20387,47
20388,63
20395,47
20396,62
20403,47
20404,63
20411,49
20412,63
20419,49
20420,61
20427,49
20428,63
20435,49
20436,63
20443,47
20444,63
20451,47
20452,63
20459,47
20460,62
20467,49
20468,63
20475,49
20476,63
20483,47
20484,63
20491,47
20492,61
20499,49
20500,63
20507,49
20508,61
20515,49
20516,63
20521,49
20522,63
20529,49
20530,61
20537,47
20538,63
20545,49
20546,62
20553,49
20554,61
20561,47
20562,63
20569,47
20570,63
20577,49
20578,61
20585,47
20586,63
20593,49
20594,61
20601,47
20602,63
20609,49
20610,63
20617,48
20618,61
20625,47
20626,63
20633,49
20634,63
20641,49
20642,63
20649,47
20650,63
20657,47
20658,61
20665,47
20666,61
20673,48
20674,61
20681,47
20682,63
20689,49
20690,62
20697,49
20698,63
20705,49
20706,63
20713,49
20714,63
20721,47
20722,63
20729,49
20730,62
20737,49
20738,63
20745,49
20746,61
20753,47
20754,63
20761,49
20762,61
20769,47
20770,61
20777,47
20778,61
20785,49
20786,63
20793,49
20794,61
20801,47
20802,61
20809,49
20810,61
20817,49
20818,63
20825,47
20826,63
20833,49
20834,61
20841,49
20842,61
20849,49
20850,61
20857,47
20858,63
20865,47
20866,62
20873,47
20874,61
20881,49
20882,61
20889,47
20890,63
20897,47
20898,61
20905,47
20906,62
20913,49
20914,63
20921,49
20922,63
20929,47
20930,63
20937,47
20938,61
20945,48
20946,61
20953,49
20954,61
20961,48
20962,61
20969,49
20970,61
20977,47
20978,61
20985,47
20986,63
20993,47
20994,61
21001,49
21002,63
21009,49
21010,61
21017,49
21018,61
21025,47
21026,63
21033,49
21034,61
21041,47
21042,62
21049,49
21050,61
21057,49
21058,61
21065,48
21066,61
21073,47
21074,61
21081,49
21082,61
21089,47
21090,63
21097,47
21098,62
21105,47
21106,61
21113,48
21114,63
21121,47
21122,61
21129,49
21130,62
21137,48
21138,61
21145,48
21146,61
21153,47
21154,63
21161,47
21162,63
21169,48
21170,63
21177,48
21178,61
21185,49
21186,61
21193,47
21194,63
21201,47
21202,61
21209,49
21210,62
21217,47
21218,61
21225,49
21226,61
21233,48
21234,63
21241,47
21242,62
21249,47
21250,63
21257,48
21258,63
21265,48
21266,62
21273,49
21274,62
21281,49
21282,61
21289,47
21290,61
21297,47
21298,63
21305,49
21306,63
21313,47
21314,63
21321,49
21322,63
21329,47
21330,63
21337,49
21338,63
21345,49
21346,61
21353,47
21354,61
21361,47
21362,63
21369,47
21370,61
21377,49
21378,63
21385,47
21386,63
21393,49
21394,63
21401,49
21402,61
21409,47
21410,61
21417,49
21418,63
21425,49
21426,63
21433,49
21434,63
21441,48
21442,61
21449,47
21450,61
21457,47
21458,61
21465,49
21466,61
21473,49
21474,61
21481,49
21482,61
21489,49
21490,63
21497,49
21498,61
21505,47
21506,61
21513,47
21514,61
21521,49
21522,63
21529,49
21530,63
21537,49
21538,62
21545,47
21546,63
21553,49
21554,63
21561,47
21562,61
21569,47
21570,61
21577,47
21578,61
21585,47
21586,62
21593,47
21594,63
21601,47
21602,63
21609,47
21610,61
21617,48
21618,63
21625,47
21626,61
21633,48
21634,61
21641,49
21642,61
21649,47
21650,61
21657,47
21658,63
21665,48
21666,61
21673,49
21674,61
21681,47
21682,61
21689,49
21690,63
21697,48
21698,61
21705,47
21706,61
21713,49
21714,61
21721,48
21722,61
21729,49
21730,63
21737,49
21738,61
21745,47
21746,61
21753,49
21754,63
21761,47
21762,62
21769,49
21770,63
21777,49
21778,63
21785,47
21786,61
21793,49
21794,63
21801,47
21802,61
21809,47
21810,61
21817,49
21818,61
21825,47
21826,63
21833,47
21834,63
21841,48
21842,63
21849,47
21850,61
21857,47
21858,62
21865,49
21866,62
21873,47
21874,61
21881,49
21882,63
21889,48
21890,61
21897,49
21898,61
21905,49
21906,62
21913,47
21914,63
21921,47
21922,63
21929,49
21930,61
21937,49
21938,63
21945,47
21946,61
21953,47
21954,63
21961,49
21962,61
21969,49
21970,62
21977,47
21978,61
21985,49
21986,63
21993,47
21994,63
22001,47
22002,63
22009,47
22010,61
22017,49
22018,63
22025,49
22026,61
22033,49
22034,63
22041,47
22042,63
22049,47
22050,61
22057,47
22058,63
22065,48
22066,61
22073,49
22074,61
22081,47
22082,63
22089,49
22090,61
22097,49
22098,61
22105,47
22106,61
22113,49
22114,63
22121,47
22122,63
22129,49
22130,62
22137,49
22138,61
22145,49
22146,63
22153,49
22154,61
22161,47
22162,62
22169,49
22170,63
22177,49
22178,61
22185,47
22186,62
22193,49
22194,61
22201,47
22202,61
22209,47
22210,61
22217,47
22218,61
22225,49
22226,61
22233,47
22234,63
22241,49
22242,61
22249,49
22250,63
22257,49
22258,61
22265,49
22266,61
22273,47
22274,62
22281,49
22282,63
22289,47
22290,61
22297,47
22298,63
22305,48
22306,63
22313,49
22314,61
22321,48
22322,63
22329,49
22330,61
22337,47
22338,61
22345,49
22346,63
22353,48
22354,63
22361,49
22362,61
22369,48
22370,63
22377,47
22378,63
22385,49
22386,61
22393,47
22394,63
22401,49
22402,61
22409,49
22410,63
22417,47
22418,63
22425,49
22426,63
22433,48
22434,61
22441,49
22442,63
22449,47
22450,61
22457,49
22458,62
22465,47
22466,63
22473,49
22474,63
22481,47
22482,62
22489,49
22490,63
22497,47
22498,61
22505,48
22506,63
22513,49
22514,61
22521,47
22522,63
22529,47
22530,63
22537,49
22538,61
22545,47
22546,61
22553,49
22554,61
22561,47
22562,63
22569,47
22570,61
22577,49
22578,63
22585,48
22586,63
22593,49
22594,62
22601,47
22602,61
22609,49
22610,63
22617,47
22618,62
22625,47
22626,61
22633,47
22634,62
22641,47
22642,63
22649,47
22650,61
22657,47
22658,61
22665,48
22666,63
22673,49
22674,61
22681,47
22682,63
22689,49
22690,63
22697,47
22698,61
22705,49
22706,61
22713,47
22714,61
22721,47
22722,63
22729,48
22730,61
22737,47
22738,61
22745,47
22746,61
22753,47
22754,61
22761,47
22762,61
22769,47
22770,63
22777,49
22778,61
22785,47
22786,61
22793,48
22794,61
22801,49
22802,63
22809,47
22810,63
22817,49
22818,61
22825,47
22826,63
22833,49
22834,63
22841,47
22842,63
22849,49
22850,63
22857,47
22858,61
22865,47
22866,61
22873,49
22874,63
22881,49
22882,63
22889,47
22890,61
22897,49
22898,63
22905,49
22906,61
22913,49
22914,63
22921,49
22922,62
22929,47
22930,61
22937,47
22938,61
22945,49
22946,63
22953,47
22954,61
22961,47
22962,63
22969,48
22970,61
22977,49
22978,61
22985,49
22986,63
22993,47
22994,61
23001,49
23002,61
23009,49
23010,63
23017,49
23018,63
23025,48
23026,63
23033,47
23034,61
23041,47
23042,63
23049,47
23050,62
23057,48
23058,61
23065,47
23066,62
23073,49
23074,63
23081,47
23082,62
23089,49
23090,61
23097,49
23098,63
23105,48
23106,61
23113,49
23114,61
23121,47
23122,61
23129,49
23130,61
23137,49
23138,61
23145,49
23146,61
23153,47
23154,63
23161,47
23162,61
23169,47
23170,61
23177,47
23178,63
23185,49
23186,61
23193,49
23194,61
23201,49
23202,61
23209,49
23210,63
23217,49
23218,63
23225,48
23226,61
23233,49
23234,63
23241,48
23242,63
23249,47
23250,61
23257,47
23258,61
23265,47
23266,61
23273,47
23274,63
23281,47
23282,62
23289,47
23290,61
23297,49
23298,63
23305,47
23306,63
23313,47
23314,63
23321,49
23322,62
23329,48
23330,63
23337,49
23338,62
23345,49
23346,63
23353,49
23354,63
23361,47
23362,63
23369,47
23370,62
23377,49
23378,63
23385,47
23386,61
23393,47
23394,62
23401,49
23402,63
23409,47
23410,61
23417,49
23418,61
23425,48
23426,61
23433,47
23434,61
23441,49
23442,63
23449,47
23450,61
23457,47
23458,61
23465,49
23466,61
23473,49
23474,61
23481,47
23482,61
23489,47
23490,61
23497,47
23498,63
23505,47
23506,63
23513,47
23514,61
23521,49
23522,61
23529,48
23530,61
23537,47
23538,62
23545,47
23546,63
23553,49
23554,62
23561,47
23562,61
23569,49
23570,63
23577,48
23578,63
23585,47
23586,61
23593,47
23594,63
23601,47
23602,61
23609,48
23610,61
23617,48
23618,63
23625,49
23626,61
23633,47
23634,61
23641,48
23642,61
23649,47
23650,62
23657,49
23658,62
23665,47
23666,63
23673,49
23674,61
23681,47
23682,63
23689,49
23690,63
23697,47
23698,63
23705,49
23706,61
23713,49
23714,63
23721,47
23722,61
23729,49
23730,61
23737,47
23738,62
23745,47
23746,61
23753,49
23754,61
23761,47
23762,63
23769,49
23770,63
23777,49
23778,62
23785,47
23786,63
23793,47
23794,63
23801,49
23802,61
23809,49
23810,61
23817,49
23818,61
23825,49
23826,63
23833,49
23834,63
23841,47
23842,63
23849,47
23850,61
23857,49
23858,63
23865,47
23866,62
23873,49
23874,61
23881,49
23882,63
23889,49
23890,61
23897,47
23898,61
23905,47
23906,62
23913,47
23914,62
23921,49
23922,61
23929,49
23930,63
23937,49
23938,62
23945,47
23946,61
23953,49
23954,63
23961,49
23962,63
23969,48
23970,61
23977,49
23978,61
23985,48
23986,63
23993,49
23994,61
24001,49
24002,63
24009,47
24010,63
24017,49
24018,63
24025,47
24026,62
24033,49
24034,63
24041,47
24042,63
24049,49
24050,61
24057,47
24058,63
24065,47
24066,61
24073,47
24074,63
24081,49
24082,63
24089,47
24090,61
24097,49
24098,63
