left_eye_center_x,left_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eye_outer_corner_x,left_eye_outer_corner_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,mouth_center_bottom_lip_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,nose_tip_x,nose_tip_y,right_eye_center_x,mouth_center_bottom_lip_x,right_eye_center_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eye_outer_corner_x,right_eye_outer_corner_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y
66.91014194,38.45192453,60.02752,41.112,52.44373333,28.86700671,73.10168276,37.63901538,81.29454545,33.92565746,91.35591946,46.23109091,72.93880519,62.21315436,83.69632653,32.55616,79.40457931,42.40763077,60.29159358,30.0096,45.98618182,36.36830189,37.13005714,38.01787013,40.40143448,28.9701578,23.31592053,37.4317351,15.56555294,29.54482759
68.24876712,37.13412414,61.00835501,39.02368627,55.19685246,31.15482353,72.94973262,38.39610811,78.1952795,30.98977215,81.24184615,46.352,63.68279195,62.146,70.96831169,29.70584615,69.85088,50.01160784,64.04139483,31.22070588,47.11104,36.672,35.37728,39.80434286,40.75482353,31.93723077,25.89615686,36.36193789,20.89380822,27.66732886
64.2816,34.28443725,59.40991254,39.60157377,56.40553083,30.09912522,71.50052174,40.50965854,79.31016393,35.62614634,91.43492683,47.56173913,74.1384,66.0883354,78.56350685,34.80685714,81.31688136,47.34907317,60.63846575,30.39546269,47.66937315,38.08567742,38.11505732,37.88131343,41.65495652,28.96010847,23.49978947,38.1168,15.65901639,25.22614021
64.32284444,34.45099355,59.64572903,37.10392993,58.83116883,27.82892903,71.46626866,37.407,79.89743284,30.86759137,83.66175,46.62736842,68.52328058,62.62517647,74.19733333,33.84105109,74.03272258,48.83719481,59.96475328,30.34666667,45.58053147,39.32887059,35.90117647,39.75096774,36.27870968,30.30629565,21.35026804,38.27533813,16.8813913,31.21597664
63.95345455,35.58853953,59.39220382,35.94120876,55.27695238,30.63398095,71.20989091,37.77539241,80.03376,25.70865,82.7472,48.49152,68.2193121,62.26125547,74.75047619,27.49036497,73.07544304,49.9449863,58.90246809,30.78468085,50.70472727,36.3337791,36.8474702,37.51405714,40.5963956,28.67354904,24.43029787,41.262,12.2472,26.478144
65.7826242,36.61452229,59.74515108,39.59266667,53.42443243,25.94384713,72.40057554,40.01891681,78.8997707,29.09723077,81.93003922,45.66031858,68.01393865,63.43914504,72.75209816,28.82702222,76.83533333,50.47725,53.79947664,27.81536283,50.99072393,36.56425899,36.735,39.58733742,42.03327607,26.17472,22.43342222,35.94682014,14.98423881,30.7224
64.82864516,36.40121379,59.1474,37.6422,53.07540984,27.33218909,72.23541401,35.48554601,77.69791617,34.28707438,75.3534,48.94653659,66.99798773,57.26439024,76.94836364,36.20945455,73.2216,47.1808,55.98790244,30.624,46.97974468,41.34475294,36.81629448,37.05703473,44.1255,30.2682,25.98653968,39.47286486,17.74237975,34.51698228
67.08288,37.07482353,60.56018824,39.35476364,56.47184314,27.41981091,73.66144,37.91296,77.99424,28.68712357,81.1836213,46.67054545,70.53918072,61.14104698,70.23296,34.96020779,68.7744,47.49866667,58.92280519,31.76499363,49.40352,36.56716564,37.67481081,37.02656,39.41089157,28.18102326,23.14628571,39.80676923,20.90002286,28.91531566
66.45425166,39.31103356,59.49113287,41.112,59.10444755,30.85884564,73.86445714,39.08266667,81.7344,34.47008451,93.86906122,43.392,79.79471698,56.32195918,76.00128,31.46230986,85.42107042,45.91377181,58.37239216,28.73476923,47.72649057,38.01126761,37.13005714,39.56252903,37.45184416,28.69588732,23.31154286,39.02646154,15.79507692,27.64955844
64.7687574,38.09992814,62.57558974,35.45170068,58.10623202,29.00305036,73.59169466,38.5456128,79.24378947,25.34875861,79.413349,46.78866667,74.4705641,63.80635052,82.92118914,33.87386503,82.91337858,53.21879195,58.53879755,31.63285207,45.91041916,38.4568,38.22119084,38.30860274,41.78061017,29.30888297,25.918,37.93514913,15.87654545,32.30112821
64.19223022,34.41268489,59.47682835,36.03028732,61.29974468,27.93011831,73.82369329,35.18136338,75.30405755,27.65926957,76.02066667,51.31234043,62.12708571,62.64932374,76.2285,31.13645552,72.64630986,49.25814085,50.29606612,31.62129496,46.20102775,38.50485634,35.49574377,37.90059718,37.65471756,31.4329985,23.58857143,39.31417872,22.10178723,33.64005755
66.20687324,35.41782649,61.00835501,37.12644156,56.16756364,31.79155717,71.47016794,38.0609113,77.87287273,29.51941374,90.85982609,46.14895775,73.02465306,63.12128,79.19376623,39.04561832,76.15810169,44.21112426,62.26872289,30.05708108,46.49581065,37.02078107,36.65193508,37.32,36.52555932,22.58680268,24.86077852,36.54210612,15.32843836,30.99980308
63.59751724,39.62233663,59.93544828,35.14634483,57.58147368,32.36452174,71.22625641,36.24757895,78.45894737,28.49893333,86.18784,47.39117949,67.98356757,64.17076364,76.77730909,31.79781818,74.856,47.00945455,45.65557895,28.09158621,47.24756757,36.49066667,35.98344828,37.43503448,36.20702609,30.10721495,25.10821053,36.06974359,16.96612174,28.64976842
66.42933333,37.38021053,59.88841026,34.93594839,58.986,30.29571429,75.83830089,37.416,78.83377778,33.33165714,81.83779817,45.09495652,71.25136842,65.83701695,76.6819115,33.37404082,75.72146087,47.23452632,59.40857143,29.35975385,50.63661661,36.80742857,35.31323077,37.30466549,38.32457143,27.99685714,21.51050847,37.19057143,14.77218462,28.91010783
68.03468702,39.03858075,64.76076522,38.82885981,55.32824427,31.67688889,71.24166443,37.35094468,78.65907692,30.33585231,89.42473846,46.28179592,76.23085714,60.94857143,68.51507692,37.97686154,69.49751351,45.91030986,51.84670189,28.85638095,50.67352381,36.50403221,35.39066667,37.62661682,36.69225,30.99927273,22.64163265,38.53784615,15.82850704,26.661568
64.32284444,37.19403922,60.77477647,37.15192941,57.87302128,27.50934,71.7258,38.03172515,75.58143066,30.73402553,84.67848101,48.29226667,69.36103597,62.09848889,71.81140426,36.9036,73.17388235,48.1152,59.27950949,33.36827586,45.37906759,36.56752117,36.04351079,38.30996364,38.81969231,30.30629565,25.36186047,36.88074745,16.35861453,30.86759137
66.7182,39.58357047,59.32342857,36.46840268,59.1648,31.76670968,73.10168276,41.39188966,75.79335211,33.83815385,85.99087248,47.75443478,73.63462295,63.10641509,84.35904,28.42328276,77.36228571,45.91377181,60.52407547,30.19895172,44.4009931,36.89703896,37.5464918,38.52822378,40.07064151,28.67570196,25.41025352,37.22482759,17.78251034,29.13544615
67.67180342,36.5478,60.78021818,37.8886,58.07076923,29.8442,70.4616,37.4417,77.67736709,31.87044848,84.21321783,48.11351351,68.8571215,66.27281013,73.194,36.84246729,73.63111927,51.1239633,53.73075,30.9721519,52.78807843,35.05726239,37.08486275,35.74301538,39.015,29.50025316,25.19446154,35.84446239,17.58206369,29.66286545
63.59751724,34.33772973,59.19913514,33.7626988,55.68704587,30.28827429,71.22625641,36.24757895,81.41769697,29.2113931,76.84184615,47.39117949,74.02930693,64.17076364,71.59069091,33.024,76.3872,47.00945455,45.65557895,28.75112727,48.33521951,35.78189474,36.03891892,37.43825455,36.20702609,30.413664,24.2688,38.36509091,13.68332673,29.91715862
66.7940241,37.71747097,61.34518519,36.96947368,55.20121519,26.21051275,71.92553846,37.91296,75.49885714,30.92154217,80.52992,45.98521519,80.44088889,61.9830184,70.23296,34.34561963,71.27440491,46.90106832,60.85537725,32.42276571,48.98078981,37.44061935,36.354,35.53185185,41.68271698,27.74199494,24.47096471,38.304,20.56533333,28.83251613
64.13186577,36.14462338,61.59446154,35.56168767,57.37661538,29.19417219,72.31452632,36.69584713,75.36501961,28.77126115,79.461,48.64648101,64.23253333,55.3686,72.02461538,34.51921569,70.8804,46.98201342,54.13737931,30.51692308,46.7346,34.00676923,35.60414815,38.652,40.12561491,27.77160784,22.07545946,32.76947368,21.68556522,29.59408645
68.20889441,36.26894118,59.61784615,39.59266667,56.94811976,29.69095593,71.44369231,35.95516168,81.15268085,27.80779355,80.87052229,47.59932934,65.96392899,63.82612717,78.16894915,31.99877863,73.19354386,46.61112426,50.23129412,31.63285207,50.99072393,37.93514913,37.92133333,38.69533333,41.93956835,26.00565269,25.92738462,37.93247458,17.27247719,29.58566871
68.14118919,36.56150464,60.91110559,36.8476274,57.37661538,30.49271688,72.3327205,37.66224658,73.97798658,29.3592,86.91156164,47.7852973,68.9385974,56.50492035,73.26646154,34.67067516,69.88298039,49.548,51.66697006,29.58681081,41.31890196,33.38147368,34.75915528,35.35634899,37.15008,25.7124,23.36384,34.88393628,13.58470588,27.61298462
65.35636364,38.58182781,59.81573154,40.40143448,52.25392208,32.26857931,73.87045161,39.91588024,81.11871141,33.29065785,95.36441379,46.23109091,80.86242254,62.7456,85.84553846,33.16835037,85.42107042,48.32069565,62.19189262,28.13910204,45.98618182,38.01126761,35.28576,39.26652632,40.9764,30.28237241,21.81846154,37.55597315,16.58496,30.99421208
67.94686239,37.78379016,58.75108571,39.51970909,57.67476923,30.08089043,72.71921311,39.20308673,79.03418182,33.83712821,91.42833898,48.80283871,69.31283478,60.98871795,70.64264348,31.41749153,74.77527273,46.90746903,53.31140971,27.36738462,48.60535537,38.36739459,35.20523077,37.30466549,34.39747368,26.56403077,23.80327869,35.79042857,17.00368696,30.45293793
64.95243243,39.14610526,60.29856,37.50449362,57.33801347,28.12266,71.6988,39.52244211,77.69791617,30.59723077,81.4957351,50.988,67.0542,64.9314,70.73171831,34.81530435,75.0528,50.26707692,55.3962,30.609,51.4236,39.1668,38.2074,39.55316364,38.94458182,30.86652632,19.17113043,40.44416,18.30876596,34.28707438
65.58902857,38.19162085,59.55495146,38.80174408,55.94074839,24.86955533,70.68592208,39.4118673,83.16269519,29.66078376,86.58472038,49.78154774,63.81179147,66.84396117,76.62164929,32.79323077,78.8583128,47.39259259,49.37493839,31.30590968,51.29053266,38.3010048,35.12104523,38.15429848,36.73443357,27.00843981,20.84708571,38.37207716,16.99444586,31.18253714
65.73522581,36.61452229,57.45765517,36.21169231,57.66847059,30.12105882,73.16147368,39.58503529,78.89079755,30.63848834,87.148,48.27630769,68.32845283,62.09532934,75.83715976,35.72925,74.82149112,47.48224,57.95,29.98440764,52.33254902,35.77642105,36.3424,40.17043305,40.77216568,25.61749333,25.79361151,37.60039024,16.7769863,30.696
68.64784615,36.10270067,60.08290909,37.25450738,59.48334545,29.12445217,72.75253691,35.28738462,81.39124832,25.44889128,83.18818792,48.3648,69.2984698,63.47876923,73.3298255,35.77966265,70.45776623,49.81851429,57.13425743,28.21607339,46.80260465,36.47336376,35.16507042,35.53185185,38.36069799,23.79021745,19.48348993,35.78013506,15.82850704,30.04556712
64.94983784,37.65880519,60.27699363,36.08184615,57.37661538,26.01767636,72.94740984,38.19120545,75.48881013,34.00180132,82.54508108,48.22215385,83.8669452,57.13819608,65.51798802,33.89830872,72.85010526,46.952,52.70830769,32.21622099,43.89521569,33.05178947,34.47143226,34.84972455,38.32123077,27.83138462,25.57146497,39.13875497,18.87284211,30.00206222
63.59751724,34.60071724,59.19913514,34.9694359,55.68704587,27.21303273,71.22625641,36.24757895,79.05178947,28.06464,88.86807273,47.39117949,62.79724138,64.17076364,76.45187879,33.024,71.25026721,46.29169231,45.65557895,30.23833043,47.46053097,35.424,34.63872,38.77259406,36.20702609,31.53180583,23.91630769,36.99558621,17.32266667,28.10168889
64.44586667,35.41782649,60.00154839,39.57389474,56.32137931,30.4339726,76.49404529,40.37200696,79.83566102,24.33785476,85.91234356,47.37,75.39027027,62.4728,75.04376471,30.21126115,76.99730061,48.7424,54.59570474,31.63285207,54.93970604,41.54864805,34.86951724,39.99894261,41.49556886,29.54895484,25.59254795,37.40954646,19.28597197,28.02345205
68.81009396,38.47804878,62.57558974,37.09623206,54.75707586,31.15482353,78.31216107,38.7256,78.05021538,33.87230189,84.87368067,48.43753846,78.01430464,62.27594805,71.74286656,33.23563636,79.81292308,47.07221477,63.24221849,29.82155725,47.07221477,38.0104,36.65193508,39.92053691,40.78313514,29.67197538,25.13638554,35.60315294,16.36125589,29.23848312
65.66740426,40.28778082,59.51309353,38.38977049,55.10736842,31.3826014,74.86246957,36.49655652,82.55762963,31.09659864,82.13255474,45.43160656,75.79128358,59.648,78.04954839,31.9362406,85.42107042,50.31234783,62.35235037,30.31341176,47.59081967,38.01126761,34.55089051,39.2268169,37.18722936,30.58963478,24.1314816,37.612425,16.73780282,30.85291707
65.91884892,34.63326316,61.71452632,38.93810526,57.02269388,25.13732484,72.78067925,33.16747006,81.18558416,25.77220619,80.64126316,47.58551351,78.2118325,65.67681499,82.98964101,33.36315789,71.07984906,50.20203727,57.95,30.17976471,41.45890653,36.30315789,34.54054054,37.75012639,38.32775258,28.84339592,21.01493706,37.07261538,16.575,30.70903496
65.70105263,37.63038655,58.37793103,38.71220168,58.54875676,25.44795676,71.58109091,35.49751351,80.14616216,27.82789916,87.82951261,46.10887805,67.25264516,64.17076364,75.49083871,31.79781818,71.82962162,47.00945455,50.29606612,27.49932743,48.76547368,38.64443697,32.99818487,35.14634483,36.20702609,28.61232432,22.19671942,40.38646154,14.73672727,31.14744828
65.37438655,36.44391111,60.2646729,38.31948169,55.83709091,30.156,71.32836153,40.86519786,79.67895082,32.06047706,85.32230137,48.14608696,74.51298462,62.39142857,78.24658824,32.604,77.09940594,47.584,54.36261386,28.85638095,47.43386916,36.88992,35.66628571,36.88992,35.02062081,35.40992758,21.5205,38.0868096,18.352,29.48072727
64.94,39.69950476,59.51309353,38.42114887,55.5768595,28.9372878,71.69537008,36.49655652,77.24964103,31.61703307,86.21665574,47.73104132,73.68570629,58.60672,74.80432117,32.04328058,83.40244898,46.08082051,63.63102041,31.35213559,46.51828966,37.70908029,34.11423776,39.04909606,42.61935484,28.62762044,24.63529412,37.89910204,19.7688595,29.71149474
66.7182,38.18290196,59.59909434,39.1904,52.84078431,29.87032044,72.28075472,39.35790164,82.14279245,27.98363312,90.84821477,46.23109091,66.30875676,62.68110497,82.99173481,30.72872727,83.86596226,46.5354,64.04139483,28.97234646,48.32043243,37.248,37.48114286,36.95808,36.59301717,29.344,23.98128302,37.95553591,15.61660377,31.76264901
67.00075472,32.97774545,61.97835294,37.07424,55.81136098,23.92781955,71.88754286,38.69865605,81.11907692,28.33242049,87.53059459,46.54313978,69.91607547,58.58050734,73.95434862,31.61482569,75.876,47.8089697,52.04620408,26.22611321,51.46046512,35.2806,34.84886486,38.83005405,37.58211765,32.82615652,22.88332075,36.25938286,12.889,27.63552
66.37706024,37.05472,62.50115436,38.67952941,55.08315789,27.41981091,75.19736471,37.91296,82.36928859,29.04576,79.20706748,47.25166265,64.18261078,59.40971429,70.23296,34.96020779,68.53085714,47.772,61.79867485,29.62816,48.82338462,36.94033735,37.38980392,37.35695706,41.8905098,26.98001569,25.3465098,38.74893413,19.09666242,28.83251613
64.18417778,38.41114839,59.76232258,39.02368627,56.352,29.51016149,74.69967568,39.20794631,79.30045033,33.29502857,76.30933333,49.21620382,66.858,62.145024,69.5648,32.35266667,74.71117241,46.85508725,53.38630872,28.4721039,47.17658537,36.68861538,35.72391724,36.40484211,37.9392,27.71115789,23.361024,37.3194,18.87284211,28.2488832
65.45940984,35.63202302,59.07698361,38.09744262,57.16913386,28.71972414,78.15569419,36.35989489,75.34,30.50598095,83.9412093,50.142,69.64018605,59.37560331,75.56604878,34.93062295,75.9525,51.61883846,60.37022951,31.368,48.97873171,35.2530087,37.53274576,38.21531803,40.70478689,30.56949421,24.22821053,36.38221395,17.92921905,29.17497436
65.08423529,36.48723288,58.04197403,38.27684211,57.37661538,30.61628852,71.4528,39.35790164,74.51610811,29.9256,87.15592053,45.19602685,75.46406723,61.37158011,71.17731646,31.81019178,66.54501266,46.62994286,52.89296203,29.8628982,49.40509091,34.43000548,34.86584615,39.70712583,40.59891892,28.54141538,24.93614907,33.89584865,18.32369231,28.16996407
65.12146789,37.39888142,61.03426415,39.76505263,58.54194872,29.33223784,74.30974359,39.02324211,76.36884211,31.78694737,84.37169231,49.36145455,73.01215748,62.97514286,81.57075,33.99534545,74.94140541,50.35022222,54.42461538,28.88314286,46.12657426,35.29188991,34.428,35.85078857,34.60971429,26.78669474,21.77226168,38.10825143,16.42472727,30.12563478
64.32284444,35.15645793,57.45765517,39.39363556,57.1815,27.21447273,71.77648855,37.10392993,83.80952381,31.06750588,82.74928194,48.22141935,72.27686957,63.885,72.8388,33.17806186,78.38682353,47.30245161,55.32137931,32.88986301,50.65976471,37.14594783,38.94960825,38.73393333,40.48782222,30.30629565,25.59829008,39.08839708,21.22650957,33.26778
67.46778947,37.59419469,61.8573913,37.72512,59.20111304,29.50031186,72.01168696,37.50737455,75.48916364,30.23820488,83.34030769,47.50664348,71.64679245,63.44316578,71.67062069,31.32741818,78.4992,48.85155556,54.104064,28.30664348,45.70438835,37.91466667,35.41340925,38.41410783,34.53643636,26.44778901,20.2679322,35.56921165,15.9906055,26.00192621
67.09425,38.76526829,60.058368,39.81190244,53.53731148,32.48702439,72.664,40.50965854,80.35743396,35.62614634,91.43492683,47.55498305,76.39619048,64.65398319,82.55845161,33.53735593,75.37422222,49.54640151,57.416448,30.61307317,48.08336842,38.0675122,34.86425806,39.6496,39.88256604,30.3937561,22.95230769,38.57944615,11.276,32.30112821
65.51351351,33.61010526,59.93684211,40.11085714,58.66094845,26.64972549,74.33516883,39.02215385,77.15906494,26.93835294,80.85455738,46.36695082,70.6112795,61.44252632,75.94926316,32.82147097,74.81292308,48.98368831,55.00540541,26.41745455,49.28968421,34.31686154,36.16313725,38.18596721,37.81230769,26.9273098,23.808,38.25475325,14.01159633,33.23323077
67.68092308,36.14462338,58.08065306,36.17615534,56.70109091,27.5982,71.76923077,37.87416216,79.19538462,31.29551655,89.30968421,46.78153846,65.79170642,57.54205405,79.19376623,34.18123636,72.93017476,49.58962162,53.76932039,28.45784615,46.93189189,36.33876923,35.74316883,37.10097297,42.57460194,27.43783784,24.088,37.164,14.29,29.80285714
66.04531469,40.20061538,60.54769231,40.44538776,56.79104895,31.17550345,71.68294737,41.3543662,79.47004878,34.82941935,91.7414902,46.95633028,77.22278146,58.84729927,80.14301538,33.16835037,85.42107042,46.47654545,59.60709934,28.88928671,46.51828966,38.01126761,36.56014679,39.80075472,39.03291429,30.71797183,24.03244138,38.14086713,15.31387013,30.77843478
67.08288,36.5828129,60.6980129,37.87803974,55.06857143,27.7404,73.14500662,37.91296,78.29832911,30.73107692,81.91113253,49.62642581,67.38915976,61.78670064,70.23296,35.41093491,68.13614907,46.77504,58.19984713,31.42943396,46.49581065,37.20718563,36.354,35.10228571,40.73063226,28.81296,26.60924551,39.66494118,20.4615302,28.83251613
65.91884892,37.38819802,61.10605714,36.10566575,57.87090411,29.37969231,71.81176471,37.81297426,78.89079755,32.95741935,88.15666667,52.46067327,70.30068293,62.09532934,73.07025743,36.11691089,74.34392079,47.3831811,58.08340426,28.6456,49.40289571,39.08730297,37.878528,37.67204908,41.67151304,29.37969231,23.719,37.93514913,16.87640816,28.71828434
67.12073395,36.71214545,59.52771429,37.83524324,54.29302857,30.28827429,71.22625641,36.24757895,78.93024,28.29783273,75.02749091,47.39117949,71.10337864,64.17076364,76.97376,34.92430769,75.64342857,47.00945455,45.65557895,29.53155556,48.92772414,34.77918584,35.38123636,38.77259406,36.20702609,30.10525405,22.56339823,38.54775652,15.66634146,28.10168889
66.01892958,35.63777391,60.58944,36.51698462,58.25436735,28.27152,71.45780282,37.091264,76.02273103,29.99964,76.9752,49.70366197,67.54276923,64.94742857,73.5666087,36.27642553,71.76034532,50.3274965,59.62295652,30.94164706,50.0064,36.56311049,37.9936,37.50309565,41.35528058,32.37539155,24.09866667,37.50309565,21.87608276,33.74442353
64.19223022,38.88077419,59.47682835,38.81574194,56.96510924,27.80420571,70.67395683,35.18136338,75.30405755,27.05565957,79.65068702,46.10887805,76.8080958,62.64932374,66.67328,34.56290909,72.64630986,48.39908571,50.1003871,30.24,48.88637594,38.50485634,36.41031111,37.90059718,34.596,32.40517986,24.36950759,41.51121127,18.45188571,37.89913982
65.022,35.232,59.36304762,38.15969427,56.62171429,27.983616,69.88072727,35.8358804,77.70129936,28.93685581,78.68147771,50.33431579,70.36010127,67.13302326,75.63463918,32.76923077,71.70410127,49.92433083,55.3962,31.59617276,49.0024186,38.99178082,37.24677707,39.11939241,41.28451732,31.0726656,24.10900645,39.345375,18.61485714,35.97189056
66.63733333,37.69711304,64.76076522,39.09084444,56.83052308,27.54283969,73.85723077,35.85078857,81.87041221,24.79610811,81.87927273,48.45978947,67.43184906,62.71846154,72.80266667,34.77674227,71.536,48.46545455,54.36261386,28.65066667,50.69886792,33.02807547,34.292736,33.92461856,37.02941538,27.58330811,21.52632558,39.246,18.13042424,34.24420202
66.12043636,37.63038655,59.12793277,38.71220168,57.91034483,29.83958974,72.37102703,39.072,80.89717431,27.14442105,84.31552941,47.8248,67.28047059,64.17076364,76.4427541,31.79781818,81.45641026,47.00945455,50.29606612,27.47150769,47.43915789,35.95951496,33.92813115,35.11074595,36.20702609,32.58812903,23.40827586,42.04235294,17.13848276,36.39406452
63.81274074,36.68715789,60.86898701,37.63085714,56.25358491,26.85894,73.40571429,37.91296,79.73270588,28.20702857,81.12289157,48.44414458,66.13248,62.364,70.23296,34.77211976,69.52134194,44.3088284,60.4542,30.88192771,46.43851852,36.88540127,34.85225316,37.16037209,40.752,29.68424615,23.14628571,38.29036686,17.27314286,28.83251613
67.498,36.5478,58.59096774,37.8886,55.77309091,29.8442,72.31471304,37.4417,77.9298,31.20069278,82.96252632,49.19078788,79.19634693,63.28642991,73.194,36.14933333,73.63111927,48.67512195,52.93067841,31.02804012,50.7523299,35.05726239,37.10786856,40.11938462,39.49192258,29.15531779,24.89803636,35.84446239,18.6702,27.79310769
